ad_account_id,image_id,producttypes,ftypes,game_id,pause,deepTransTypes,plan_auto_task_id,op_id,subject,flag,game_name,audience,ocpc,materialstyle,brand,subtitle,userPortrait,titles
11952,38809,[],"[1, 2, 8]",1001875,False,[26],"12550,12648",13268,3,BD,都市,"{'autoExpansion': 0, 'education': 0, 'customAge': None, 'keywords': '', 'keywordsExtend': 1, 'newInterests': 0, 'sex': 2, 'iosVersion': 0, 'androidVersion': 0, 'excludeTrans': 0, 'region': 9999999, 'device': 2, 'age': '0'}","{'transType': 26, 'ocpcLevel': 2, 'isSkipStageOne': True, 'payMode': 1, 'optimizeDeepTrans': False, 'transFrom': 1, 'ocpcBid': 1970, 'deepOcpcBid': None, 'deepTransType': None, 'roiRatio': 0.06, 'useRoi': True}",113,都市英豪-模拟经营,美女秘书随你挑！,https://feed-image.baidu.com/0/pic/-179405822_1413126392_-51720911.jpg,['秘书养成小游戏！上线v13，一切ssr秘书皆可获得！']
11952,41183,[],"[1, 2, 8]",1001875,False,[26],"12550,12648",13268,3,BD,都市,"{'autoExpansion': 0, 'education': 0, 'customAge': None, 'keywords': '', 'keywordsExtend': 1, 'newInterests': 0, 'sex': 0, 'iosVersion': 0, 'androidVersion': 0, 'excludeTrans': 0, 'region': 9999999, 'device': 2, 'age': '0'}","{'transType': 26, 'ocpcLevel': 2, 'isSkipStageOne': True, 'payMode': 1, 'optimizeDeepTrans': False, 'transFrom': 1, 'ocpcBid': 1910, 'deepOcpcBid': None, 'deepTransType': None, 'roiRatio': 0.06, 'useRoi': True}",113,都市英豪-模拟经营,美女秘书随你挑！,https://feed-image.baidu.com/0/pic/-179405822_1413126392_-51720911.jpg,['高自由经营手游，你任务就是花钱，爽！']
11953,40295,[],"[1, 2, 8]",1001875,False,[26],"12550,12648",13268,3,BD,都市,"{'autoExpansion': 0, 'education': 0, 'customAge': None, 'keywords': '', 'keywordsExtend': 1, 'newInterests': 0, 'sex': 2, 'iosVersion': 0, 'androidVersion': 0, 'excludeTrans': 0, 'region': 9999999, 'device': 2, 'age': '0'}","{'transType': 26, 'ocpcLevel': 2, 'isSkipStageOne': True, 'payMode': 1, 'optimizeDeepTrans': False, 'transFrom': 1, 'ocpcBid': 1968, 'deepOcpcBid': None, 'deepTransType': None, 'roiRatio': 0.06, 'useRoi': True}",113,都市英豪-模拟经营,美女秘书随你挑！,https://feed-image.baidu.com/0/pic/-179405822_1413126392_-51720911.jpg,['开店铺、搞投资，玩商战，这游戏就是爽！']
11953,47110,[],"[1, 2, 8]",1001875,False,[26],"12550,12648",13268,3,BD,都市,"{'autoExpansion': 0, 'education': 0, 'customAge': None, 'keywords': '', 'keywordsExtend': 1, 'newInterests': 0, 'sex': 2, 'iosVersion': 0, 'androidVersion': 0, 'excludeTrans': 0, 'region': 9999999, 'device': 2, 'age': '0'}","{'transType': 26, 'ocpcLevel': 2, 'isSkipStageOne': True, 'payMode': 1, 'optimizeDeepTrans': False, 'transFrom': 1, 'ocpcBid': 1900, 'deepOcpcBid': None, 'deepTransType': None, 'roiRatio': 0.06, 'useRoi': True}",113,都市英豪-模拟经营,美女秘书随你挑！,https://feed-image.baidu.com/0/pic/-179405822_1413126392_-51720911.jpg,['只要秘书选得好，霸道总裁没烦恼！']
11954,41183,[],"[1, 2, 8]",1001875,False,[26],"12550,12648",13268,3,BD,都市,"{'autoExpansion': 0, 'education': 0, 'customAge': None, 'keywords': '', 'keywordsExtend': 1, 'newInterests': 0, 'sex': 2, 'iosVersion': 0, 'androidVersion': 0, 'excludeTrans': 0, 'region': 9999999, 'device': 2, 'age': '0'}","{'transType': 26, 'ocpcLevel': 2, 'isSkipStageOne': True, 'payMode': 1, 'optimizeDeepTrans': False, 'transFrom': 1, 'ocpcBid': 1987, 'deepOcpcBid': None, 'deepTransType': None, 'roiRatio': 0.06, 'useRoi': True}",113,都市英豪-模拟经营,美女秘书随你挑！,https://feed-image.baidu.com/0/pic/-179405822_1413126392_-51720911.jpg,['只要秘书选得好，霸道总裁没烦恼！']
11954,38809,[],"[1, 2, 8]",1001875,False,[26],"12550,12648",13268,3,BD,都市,"{'autoExpansion': 0, 'education': 0, 'customAge': None, 'keywords': '', 'keywordsExtend': 1, 'newInterests': 0, 'sex': 2, 'iosVersion': 0, 'androidVersion': 0, 'excludeTrans': 0, 'region': 9999999, 'device': 2, 'age': '0'}","{'transType': 26, 'ocpcLevel': 2, 'isSkipStageOne': True, 'payMode': 1, 'optimizeDeepTrans': False, 'transFrom': 1, 'ocpcBid': 1959, 'deepOcpcBid': None, 'deepTransType': None, 'roiRatio': 0.06, 'useRoi': True}",113,都市英豪-模拟经营,美女秘书随你挑！,https://feed-image.baidu.com/0/pic/-179405822_1413126392_-51720911.jpg,['开店铺、搞投资，玩商战，这游戏就是爽！']
