channel_id,source_id,tdate,amount,new_role_money,roi,pay_rate
20754,252975,2020-01-02,767.89,0.0,0.0,0.0
20953,252800,2020-01-02,1582.19,0.0,0.0,0.0
20953,252798,2020-01-02,979.96,0.0,0.0,0.0
20953,252733,2020-01-02,2200.0,30.0,0.013636,0.005
20953,252732,2020-01-02,2280.22,0.0,0.0,0.0
20953,252731,2020-01-02,1562.56,0.0,0.0,0.0
20754,253113,2020-01-02,714.87,0.0,0.0,0.0
20953,252799,2020-01-02,1091.5,0.0,0.0,0.0
20754,253110,2020-01-02,1203.06,0.0,0.0,0.0
20754,252995,2020-01-02,598.89,0.0,0.0,0.0
20754,252978,2020-01-02,1494.76,0.0,0.0,0.0
20754,252977,2020-01-02,1015.26,0.0,0.0,0.0
20754,252976,2020-01-02,1355.34,0.0,0.0,0.0
20754,253112,2020-01-02,722.87,0.0,0.0,0.0
20953,253146,2020-01-03,1581.73,0.0,0.0,0.0
20953,253336,2020-01-03,1781.2,0.0,0.0,0.0
20755,253201,2020-01-03,1052.48,0.0,0.0,0.0
20755,253202,2020-01-03,605.17,0.0,0.0,0.0
20954,252729,2020-01-03,772.42,0.0,0.0,0.0
20954,253310,2020-01-03,762.13,0.0,0.0,0.0
20954,253309,2020-01-03,1751.57,0.0,0.0,0.0
20755,252927,2020-01-03,533.03,0.0,0.0,0.0
20755,253194,2020-01-03,604.27,0.0,0.0,0.0
20953,253117,2020-01-03,1146.88,72.0,0.062779,0.0208
20954,252730,2020-01-03,670.72,0.0,0.0,0.0
20953,253116,2020-01-03,1800.0,0.0,0.0,0.0
20953,253148,2020-01-03,1799.46,0.0,0.0,0.0
20953,253114,2020-01-03,1512.71,0.0,0.0,0.0
20953,253115,2020-01-03,1291.86,0.0,0.0,0.0
20754,252996,2020-01-03,749.34,0.0,0.0,0.0
20754,253111,2020-01-03,572.65,0.0,0.0,0.0
20754,252998,2020-01-03,544.44,0.0,0.0,0.0
20541,253723,2020-01-04,1741.09,0.0,0.0,0.0
20953,253652,2020-01-04,1809.43,476.0,0.263066,0.0345
20953,253771,2020-01-04,3012.27,0.0,0.0,0.0
20953,253772,2020-01-04,2000.0,12.0,0.006,0.0133
20953,253773,2020-01-04,1291.28,0.0,0.0,0.0
20953,253860,2020-01-04,568.76,0.0,0.0,0.0
20541,253720,2020-01-04,648.23,0.0,0.0,0.0
20541,253721,2020-01-04,701.0,0.0,0.0,0.0
20755,252910,2020-01-04,754.57,0.0,0.0,0.0
20954,253655,2020-01-04,947.5,0.0,0.0,0.0
20755,253872,2020-01-04,1134.66,42.0,0.037015,0.1667
20954,253656,2020-01-04,1268.97,0.0,0.0,0.0
20954,253657,2020-01-04,870.29,0.0,0.0,0.0
20953,253651,2020-01-04,536.42,0.0,0.0,0.0
20755,253200,2020-01-04,2886.34,114.0,0.039496,0.0952
20953,253650,2020-01-04,1011.26,0.0,0.0,0.0
20953,253861,2020-01-04,1305.57,42.0,0.03217,0.0278
20754,253717,2020-01-04,736.26,0.0,0.0,0.0
20754,253718,2020-01-04,1381.52,90.0,0.065146,0.0526
20754,253343,2020-01-04,1968.0,0.0,0.0,0.0
20754,253344,2020-01-04,4100.0,90.0,0.021951,0.0057
20754,253345,2020-01-04,2597.6,60.0,0.023098,0.0256
20754,253346,2020-01-04,1786.94,0.0,0.0,0.0
20754,253347,2020-01-04,1529.2,0.0,0.0,0.0
20754,253349,2020-01-04,1267.29,0.0,0.0,0.0
20754,253348,2020-01-04,864.74,0.0,0.0,0.0
20754,253716,2020-01-04,763.95,0.0,0.0,0.0
20754,253707,2020-01-04,1183.67,0.0,0.0,0.0
20754,253706,2020-01-04,1152.6,42.0,0.036439,0.0263
20754,253715,2020-01-04,1320.84,0.0,0.0,0.0
20754,253704,2020-01-04,556.06,0.0,0.0,
20754,253703,2020-01-04,939.0,0.0,0.0,0.0
20754,253350,2020-01-04,1681.47,0.0,0.0,0.0
20754,253705,2020-01-04,2780.67,42.0,0.015104,0.0253
20541,253719,2020-01-05,1297.29,0.0,0.0,0.0
20541,253722,2020-01-05,651.54,0.0,0.0,0.0
20754,253351,2020-01-05,1014.75,30.0,0.029564,0.0556
20953,254324,2020-01-06,688.45,0.0,0.0,0.0
20953,254325,2020-01-06,2882.44,0.0,0.0,0.0
20144,254227,2020-01-06,641.88,0.0,0.0,0.0
20144,254228,2020-01-06,1027.15,0.0,0.0,0.0
20144,254231,2020-01-06,528.83,0.0,0.0,
20954,254474,2020-01-06,979.35,0.0,0.0,0.0
20755,254174,2020-01-06,578.15,0.0,0.0,0.0
20755,254176,2020-01-06,597.29,0.0,0.0,0.0
20755,254177,2020-01-06,614.58,0.0,0.0,0.0
20755,254178,2020-01-06,2808.95,132.0,0.046993,0.04
20755,254192,2020-01-06,549.93,0.0,0.0,0.0
20755,254524,2020-01-06,2100.0,0.0,0.0,0.0
20954,254473,2020-01-06,602.6,0.0,0.0,0.0
20953,254183,2020-01-06,2688.88,0.0,0.0,0.0
20755,254169,2020-01-06,691.27,0.0,0.0,0.0
20953,254182,2020-01-06,1393.96,0.0,0.0,0.0
20144,254230,2020-01-06,1308.33,0.0,0.0,0.0
6770,254303,2020-01-06,881.0,0.0,0.0,0.0
6770,254304,2020-01-06,1704.19,0.0,0.0,0.0
6770,254305,2020-01-06,1350.59,0.0,0.0,0.0
6770,254306,2020-01-06,820.99,0.0,0.0,0.0
6770,254307,2020-01-06,1488.16,0.0,0.0,0.0
20754,254373,2020-01-06,1868.0,0.0,0.0,0.0
20754,254374,2020-01-06,811.17,0.0,0.0,0.0
20754,254375,2020-01-06,1068.46,0.0,0.0,0.0
20755,254623,2020-01-07,802.14,0.0,0.0,0.0
20755,254526,2020-01-07,3647.54,12.0,0.00329,0.037
20755,254624,2020-01-07,2000.0,0.0,0.0,0.0
20755,254190,2020-01-07,3100.0,208.0,0.067097,0.025
20755,254626,2020-01-07,1001.1,0.0,0.0,0.0
20954,254856,2020-01-07,574.01,0.0,0.0,0.0
20755,254880,2020-01-07,812.26,0.0,0.0,0.0
20755,254881,2020-01-07,746.92,0.0,0.0,0.0
20755,254882,2020-01-07,725.21,0.0,0.0,0.0
20755,254884,2020-01-07,2067.07,0.0,0.0,0.0
20755,254944,2020-01-07,1320.5,0.0,0.0,0.0
20755,254982,2020-01-07,504.97,0.0,0.0,0.0
20755,254983,2020-01-07,877.72,12.0,0.013672,0.0769
20954,254589,2020-01-07,725.35,0.0,0.0,0.0
20954,254984,2020-01-07,593.93,0.0,0.0,0.0
20755,254802,2020-01-07,2001.66,12.0,0.005995,0.05
20953,254585,2020-01-07,1041.09,0.0,0.0,0.0
20953,255009,2020-01-07,3354.95,0.0,0.0,0.0
6867,254914,2020-01-07,1700.53,0.0,0.0,0.0
6867,254916,2020-01-07,1730.46,0.0,0.0,0.0
6867,254917,2020-01-07,2230.09,0.0,0.0,0.0
6867,254918,2020-01-07,1599.68,0.0,0.0,0.0
6867,254915,2020-01-07,1599.48,0.0,0.0,0.0
20754,255028,2020-01-07,2144.35,190.0,0.088605,0.0625
20754,255029,2020-01-07,1880.87,12.0,0.00638,0.0189
20754,255030,2020-01-07,2209.64,0.0,0.0,0.0
20754,255031,2020-01-07,949.24,0.0,0.0,0.0
20754,255033,2020-01-07,1287.9,0.0,0.0,0.0
20754,255035,2020-01-07,1487.06,30.0,0.020174,0.037
20953,254583,2020-01-07,1531.97,0.0,0.0,0.0
20755,254625,2020-01-08,1800.0,0.0,0.0,0.0
20953,255248,2020-01-08,1045.71,0.0,0.0,0.0
20143,255058,2020-01-08,1153.7,0.0,0.0,0.0
20953,255247,2020-01-08,1033.63,0.0,0.0,0.0
20954,255156,2020-01-08,1191.15,0.0,0.0,0.0
20755,255234,2020-01-08,591.56,0.0,0.0,0.0
20755,255235,2020-01-08,798.25,0.0,0.0,0.0
20755,255237,2020-01-08,1154.36,0.0,0.0,0.0
20755,255240,2020-01-08,847.92,0.0,0.0,0.0
20954,255394,2020-01-08,2501.06,0.0,0.0,0.0
20755,255245,2020-01-08,698.91,0.0,0.0,0.0
20755,255430,2020-01-08,2013.45,0.0,0.0,0.0
20954,254650,2020-01-08,1605.91,0.0,0.0,0.0
20954,254652,2020-01-08,857.32,0.0,0.0,0.0
20954,255155,2020-01-08,1243.25,0.0,0.0,0.0
20954,255218,2020-01-08,3429.05,0.0,0.0,0.0
20754,255473,2020-01-08,3000.0,30.0,0.01,0.0084
20754,255472,2020-01-08,809.59,0.0,0.0,0.0
20754,255468,2020-01-08,1418.72,0.0,0.0,0.0
20754,255469,2020-01-08,1330.61,0.0,0.0,0.0
6770,254308,2020-01-08,2200.0,98.0,0.044545,0.0085
6770,254309,2020-01-08,1913.66,0.0,0.0,0.0
6770,254311,2020-01-08,1344.52,0.0,0.0,0.0
6867,255305,2020-01-08,2138.85,0.0,0.0,0.0
6867,255306,2020-01-08,1783.98,0.0,0.0,0.0
6770,254310,2020-01-08,1339.7,0.0,0.0,0.0
6867,255308,2020-01-08,733.08,0.0,0.0,0.0
20754,255467,2020-01-08,1063.08,0.0,0.0,0.0
6867,255307,2020-01-08,2149.07,198.0,0.092133,0.04
20754,255466,2020-01-08,1800.0,0.0,0.0,0.0
20754,255464,2020-01-08,1775.88,0.0,0.0,0.0
6867,255309,2020-01-08,3000.0,208.0,0.069333,0.0095
20144,254236,2020-01-09,688.77,0.0,0.0,0.0
20144,254234,2020-01-09,1133.58,0.0,0.0,0.0
20144,254233,2020-01-09,3950.41,12.0,0.003038,0.0769
20144,254232,2020-01-09,1970.05,0.0,0.0,0.0
20143,255719,2020-01-09,1255.33,0.0,0.0,0.0
20953,255749,2020-01-09,2332.63,0.0,0.0,0.0
20143,255638,2020-01-09,1327.43,0.0,0.0,0.0
20953,255915,2020-01-09,2688.0,0.0,0.0,0.0
20953,255899,2020-01-09,5448.44,12.0,0.002202,0.003
20953,255748,2020-01-09,715.76,0.0,0.0,0.0
20144,255924,2020-01-09,606.6,0.0,0.0,0.0
20143,255641,2020-01-09,512.63,0.0,0.0,0.0
20954,255965,2020-01-09,538.46,0.0,0.0,0.0
20755,255842,2020-01-09,786.27,0.0,0.0,0.0
20755,255844,2020-01-09,961.23,0.0,0.0,0.0
20755,255845,2020-01-09,557.68,0.0,0.0,0.0
20755,255984,2020-01-09,1240.65,30.0,0.024181,0.1111
20954,255599,2020-01-09,1950.78,12.0,0.006151,0.0323
20954,255605,2020-01-09,726.15,0.0,0.0,0.0
20954,255909,2020-01-09,3634.91,0.0,0.0,0.0
20954,255962,2020-01-09,1804.97,0.0,0.0,0.0
20954,255964,2020-01-09,2109.81,0.0,0.0,
20954,256041,2020-01-09,694.5,0.0,0.0,0.0
20953,255747,2020-01-09,908.96,0.0,0.0,0.0
20953,255746,2020-01-09,2422.14,0.0,0.0,0.0
20953,255914,2020-01-09,2444.92,0.0,0.0,0.0
20754,255875,2020-01-09,1349.67,0.0,0.0,0.0
6770,254312,2020-01-09,819.93,0.0,0.0,0.0
6867,255935,2020-01-09,580.57,30.0,0.051673,0.1429
6867,255936,2020-01-09,1239.48,0.0,0.0,0.0
6867,255999,2020-01-09,1770.51,0.0,0.0,0.0
20754,255873,2020-01-09,1267.02,0.0,0.0,0.0
20754,255805,2020-01-09,8452.9,42.0,0.004969,0.0063
20953,255250,2020-01-09,1451.71,0.0,0.0,0.0
20754,255471,2020-01-09,1500.0,0.0,0.0,0.0
20754,255872,2020-01-09,2067.91,60.0,0.029015,0.0156
20754,255465,2020-01-09,603.0,0.0,0.0,0.0
20953,256246,2020-01-10,784.08,0.0,0.0,0.0
20143,256435,2020-01-10,512.95,0.0,0.0,
20953,256245,2020-01-10,693.72,0.0,0.0,0.0
20755,255841,2020-01-10,819.98,0.0,0.0,0.0
20755,255843,2020-01-10,1208.83,0.0,0.0,0.0
20755,255908,2020-01-10,1012.34,0.0,0.0,0.0
20755,256373,2020-01-10,862.53,98.0,0.113619,0.1111
20755,256374,2020-01-10,785.78,0.0,0.0,0.0
20954,255154,2020-01-10,745.62,0.0,0.0,0.0
20954,255963,2020-01-10,702.36,0.0,0.0,0.0
20954,256368,2020-01-10,2287.42,0.0,0.0,0.0
20954,256369,2020-01-10,1956.07,0.0,0.0,0.0
20954,256370,2020-01-10,573.84,0.0,0.0,0.0
20755,256375,2020-01-10,579.26,0.0,0.0,0.0
20754,256473,2020-01-10,732.14,0.0,0.0,0.0
6770,255937,2020-01-10,578.38,0.0,0.0,0.0
6770,255938,2020-01-10,501.94,0.0,0.0,0.0
6770,255939,2020-01-10,721.08,0.0,0.0,0.0
6770,255940,2020-01-10,3500.0,42.0,0.012,0.0053
6770,255941,2020-01-10,1444.63,0.0,0.0,0.0
20754,256342,2020-01-10,1800.0,0.0,0.0,0.0
20754,256340,2020-01-10,628.95,0.0,0.0,0.0
20754,255874,2020-01-10,1179.36,0.0,0.0,0.0
20754,256356,2020-01-11,1445.6,122.0,0.084394,0.0097
20754,256357,2020-01-11,604.77,0.0,0.0,0.0
20754,256355,2020-01-11,610.19,0.0,0.0,0.0
20754,256636,2020-01-11,705.53,0.0,0.0,0.0
20953,256543,2020-01-11,1333.69,0.0,0.0,0.0
20144,255925,2020-01-11,1047.64,0.0,0.0,0.0
20754,256635,2020-01-11,629.65,0.0,0.0,0.0
20953,256545,2020-01-11,2159.85,0.0,0.0,0.0
20144,255926,2020-01-11,1790.28,30.0,0.016757,0.0909
20755,256372,2020-01-11,715.98,0.0,0.0,0.0
20755,256597,2020-01-11,829.28,0.0,0.0,0.0
20954,256611,2020-01-11,659.63,0.0,0.0,0.0
20754,256634,2020-01-11,2153.24,108.0,0.050157,0.0189
20954,256664,2020-01-11,1518.46,0.0,0.0,0.0
20144,255927,2020-01-11,1203.23,0.0,0.0,0.0
20754,256633,2020-01-11,571.05,0.0,0.0,0.0
20754,256628,2020-01-11,2059.44,12.0,0.005827,0.0154
20754,256631,2020-01-11,1628.97,0.0,0.0,0.0
20754,256632,2020-01-11,1083.01,0.0,0.0,0.0
20754,256629,2020-01-11,1705.17,42.0,0.024631,0.0192
20754,256619,2020-01-11,593.41,0.0,0.0,0.0
20754,256618,2020-01-11,1123.73,0.0,0.0,0.0
20754,256617,2020-01-11,751.97,0.0,0.0,0.0
20754,256630,2020-01-11,694.01,0.0,0.0,0.0
20754,256472,2020-01-11,1014.11,12.0,0.011833,0.0208
20754,256471,2020-01-11,1800.0,0.0,0.0,0.0
20953,256241,2020-01-12,1671.72,122.0,0.072979,0.069
20754,256359,2020-01-12,570.84,0.0,0.0,0.0
20755,256596,2020-01-12,688.08,12.0,0.01744,0.25
20954,256179,2020-01-12,539.93,0.0,0.0,0.0
20953,257013,2020-01-13,696.19,0.0,0.0,0.0
20755,257258,2020-01-13,619.53,0.0,0.0,0.0
20755,257082,2020-01-13,589.1,0.0,0.0,0.0
20755,257083,2020-01-13,3174.13,170.0,0.053558,0.1333
20755,257260,2020-01-13,1132.44,0.0,0.0,0.0
20755,257261,2020-01-13,630.42,0.0,0.0,0.0
20953,257011,2020-01-13,2188.0,42.0,0.019196,0.0039
6770,257298,2020-01-13,1247.38,0.0,0.0,0.0
6770,257299,2020-01-13,1443.85,0.0,0.0,0.0
20755,257488,2020-01-14,4018.0,30.0,0.007466,0.0385
20755,257444,2020-01-14,4000.0,122.0,0.0305,0.0179
20755,257443,2020-01-14,837.28,0.0,0.0,0.0
20954,257592,2020-01-14,1223.43,0.0,0.0,0.0
20755,257442,2020-01-14,638.74,0.0,0.0,0.0
20755,257439,2020-01-14,709.98,0.0,0.0,0.0
20755,257489,2020-01-14,7347.43,182.0,0.024771,0.0392
20755,257440,2020-01-14,1955.8,42.0,0.021475,0.0588
20755,257492,2020-01-14,1173.84,0.0,0.0,0.0
20755,257873,2020-01-14,747.69,0.0,0.0,0.0
20755,257494,2020-01-14,1740.5,0.0,0.0,0.0
20755,257495,2020-01-14,1215.47,0.0,0.0,0.0
20755,257630,2020-01-14,558.39,0.0,0.0,0.0
20755,257638,2020-01-14,671.24,0.0,0.0,0.0
20755,257832,2020-01-14,1095.76,0.0,0.0,0.0
20755,257833,2020-01-14,570.6,0.0,0.0,0.0
20954,257374,2020-01-14,805.17,0.0,0.0,0.0
20954,257382,2020-01-14,1446.29,0.0,0.0,0.0
20954,257581,2020-01-14,536.16,0.0,0.0,0.0
20755,257493,2020-01-14,2673.36,0.0,0.0,0.0
20144,257715,2020-01-14,1066.69,0.0,0.0,0.0
6770,257300,2020-01-14,3500.0,0.0,0.0,
6770,257301,2020-01-14,1331.78,0.0,0.0,
6770,257302,2020-01-14,2091.78,0.0,0.0,
6867,257769,2020-01-14,1488.23,0.0,0.0,0.0
6867,257774,2020-01-14,884.47,0.0,0.0,0.0
20754,256338,2020-01-14,2285.51,0.0,0.0,0.0
20144,257713,2020-01-14,1472.9,0.0,0.0,0.0
20754,256337,2020-01-14,2096.03,0.0,0.0,0.0
20144,257711,2020-01-14,748.69,0.0,0.0,0.0
20953,257706,2020-01-14,1278.74,0.0,0.0,
20953,257705,2020-01-14,1899.0,0.0,0.0,0.0
20755,257628,2020-01-15,900.47,0.0,0.0,0.0
20755,257834,2020-01-15,634.97,0.0,0.0,0.0
20755,257829,2020-01-15,735.78,0.0,0.0,0.0
20755,257445,2020-01-15,535.07,0.0,0.0,0.0
20755,257987,2020-01-15,1005.36,0.0,0.0,0.0
20755,258095,2020-01-15,6538.1,12.0,0.001835,0.0526
20954,257956,2020-01-15,501.53,0.0,0.0,0.0
20755,258116,2020-01-15,740.67,0.0,0.0,0.0
20954,258131,2020-01-15,666.7,0.0,0.0,
20954,257966,2020-01-15,592.64,0.0,0.0,0.0
20954,257952,2020-01-15,1255.01,0.0,0.0,0.0
20954,257881,2020-01-15,714.55,0.0,0.0,0.0
20954,257876,2020-01-15,1381.21,0.0,0.0,0.0
20755,258115,2020-01-15,508.99,0.0,0.0,0.0
20954,257594,2020-01-15,1212.95,0.0,0.0,0.0
20954,257376,2020-01-15,2076.59,152.0,0.073197,0.1765
20755,258119,2020-01-15,1137.13,72.0,0.063317,0.1111
20755,258118,2020-01-15,766.69,0.0,0.0,0.0
20755,258117,2020-01-15,619.9,0.0,0.0,0.0
20144,257717,2020-01-15,2028.33,0.0,0.0,0.0
20755,258098,2020-01-15,569.97,0.0,0.0,0.0
6867,257775,2020-01-15,1596.95,0.0,0.0,0.0
6770,257783,2020-01-15,3500.0,30.0,0.008571,0.0057
20144,257716,2020-01-15,2306.89,0.0,0.0,0.0
20754,258120,2020-01-15,1475.29,0.0,0.0,0.0
20754,257447,2020-01-15,2214.24,0.0,0.0,0.0
20144,257714,2020-01-15,1072.9,0.0,0.0,0.0
20953,258198,2020-01-15,570.7,0.0,0.0,0.0
20754,258129,2020-01-15,651.18,0.0,0.0,0.0
20754,258128,2020-01-15,1374.0,0.0,0.0,0.0
20754,258127,2020-01-15,2000.0,0.0,0.0,0.0
20754,258125,2020-01-15,1087.91,0.0,0.0,0.0
20754,258124,2020-01-15,1440.31,0.0,0.0,0.0
20754,258122,2020-01-15,2799.88,60.0,0.021429,0.0225
20754,258121,2020-01-15,648.86,0.0,0.0,0.0
20953,258738,2020-01-16,1312.55,170.0,0.129519,0.0208
20754,258472,2020-01-16,843.79,0.0,0.0,0.0
20953,258735,2020-01-16,1458.01,0.0,0.0,0.0
20754,258479,2020-01-16,3000.38,30.0,0.009999,0.0098
20754,258478,2020-01-16,1519.65,0.0,0.0,0.0
20754,258477,2020-01-16,1381.11,0.0,0.0,0.0
20754,258475,2020-01-16,632.57,0.0,0.0,0.0
20754,258474,2020-01-16,802.73,0.0,0.0,0.0
20754,258470,2020-01-16,3016.18,128.0,0.042438,0.0274
20953,258736,2020-01-16,1184.25,0.0,0.0,
20954,258396,2020-01-16,1581.03,0.0,0.0,0.0
20954,258133,2020-01-16,880.37,0.0,0.0,0.0
20954,257960,2020-01-16,704.56,0.0,0.0,0.0
20754,258469,2020-01-16,559.01,0.0,0.0,0.0
20755,258772,2020-01-16,2140.33,0.0,0.0,0.0
20755,258299,2020-01-16,648.84,0.0,0.0,0.0
20755,258296,2020-01-16,711.09,0.0,0.0,0.0
20755,258294,2020-01-16,1471.2,12.0,0.008157,0.0769
20755,258291,2020-01-16,612.84,0.0,0.0,0.0
20755,258289,2020-01-16,548.95,0.0,0.0,0.0
20755,258114,2020-01-16,1299.03,12.0,0.009238,0.125
20755,257991,2020-01-16,629.73,0.0,0.0,0.0
20755,258290,2020-01-16,780.77,0.0,0.0,0.0
20754,258468,2020-01-16,536.3,0.0,0.0,0.0
20754,258471,2020-01-16,2000.0,0.0,0.0,0.0
20754,258465,2020-01-16,834.03,0.0,0.0,0.0
7162,258263,2020-01-16,17307.24,2984.0,0.172413,0.0169
6867,258766,2020-01-16,553.97,0.0,0.0,0.0
6867,258765,2020-01-16,1118.36,0.0,0.0,0.0
6867,258764,2020-01-16,13220.88,30.0,0.002269,0.0046
6867,258664,2020-01-16,4939.07,128.0,0.025916,0.0061
6867,258663,2020-01-16,4181.2,0.0,0.0,0.0
6867,258662,2020-01-16,20000.0,1290.0,0.0645,0.0188
6867,258661,2020-01-16,3000.0,128.0,0.042667,0.0238
7162,258264,2020-01-16,4113.54,280.0,0.068068,0.0212
6867,258660,2020-01-16,2641.91,0.0,0.0,0.0
6867,258658,2020-01-16,2226.24,0.0,0.0,0.0
6867,258657,2020-01-16,2764.15,110.0,0.039795,0.0052
20754,258467,2020-01-16,746.9,0.0,0.0,0.0
6867,258659,2020-01-16,2358.83,0.0,0.0,0.0
7162,258265,2020-01-16,628.21,0.0,0.0,0.0
7162,258267,2020-01-16,1668.05,0.0,0.0,0.0
7162,258266,2020-01-16,2882.69,0.0,0.0,0.0
20754,258126,2020-01-16,630.45,0.0,0.0,0.0
20754,258123,2020-01-16,945.39,0.0,0.0,0.0
20754,258464,2020-01-16,807.15,0.0,0.0,0.0
7162,258774,2020-01-16,1102.78,0.0,0.0,0.0
7162,258773,2020-01-16,2178.32,0.0,0.0,0.0
7162,258415,2020-01-16,3628.32,442.0,0.121819,0.0145
7162,258414,2020-01-16,11941.62,224.0,0.018758,0.0177
20953,259196,2020-01-17,2288.0,42.0,0.018357,0.011
20953,259197,2020-01-17,609.53,0.0,0.0,0.0
20953,257707,2020-01-17,548.21,0.0,0.0,0.0
20953,259195,2020-01-17,1099.36,0.0,0.0,0.0
20953,259198,2020-01-17,530.65,0.0,0.0,0.0
20953,259058,2020-01-17,1340.34,316.0,0.235761,0.0278
20754,259174,2020-01-17,697.35,0.0,0.0,0.0
20754,259171,2020-01-17,1230.75,0.0,0.0,0.0
20754,259169,2020-01-17,1820.52,0.0,0.0,0.0
20754,259167,2020-01-17,1537.88,0.0,0.0,0.0
20754,259165,2020-01-17,1399.48,0.0,0.0,0.0
20754,259157,2020-01-17,2000.0,0.0,0.0,0.0
20953,259052,2020-01-17,1224.13,0.0,0.0,0.0
20144,257718,2020-01-17,1192.38,0.0,0.0,
20755,259266,2020-01-17,1546.51,0.0,0.0,0.0
20754,259156,2020-01-17,946.56,0.0,0.0,0.0
20954,258992,2020-01-17,1454.04,0.0,0.0,0.0
20954,258990,2020-01-17,805.39,0.0,0.0,0.0
20954,258989,2020-01-17,1134.98,0.0,0.0,0.0
20954,258988,2020-01-17,948.8,0.0,0.0,0.0
20954,258963,2020-01-17,1840.45,0.0,0.0,0.0
20954,258932,2020-01-17,5917.64,0.0,0.0,0.0
20954,258236,2020-01-17,1343.56,110.0,0.081872,0.25
20954,257961,2020-01-17,747.6,30.0,0.040128,0.1667
20755,259061,2020-01-17,639.92,0.0,0.0,0.0
20144,257719,2020-01-17,1975.23,0.0,0.0,0.0
20754,259154,2020-01-17,768.9,0.0,0.0,0.0
20754,259150,2020-01-17,1939.86,30.0,0.015465,0.0081
6770,257789,2020-01-17,1257.71,0.0,0.0,0.0
6770,257786,2020-01-17,740.73,0.0,0.0,0.0
6770,257784,2020-01-17,1140.21,0.0,0.0,0.0
20754,259153,2020-01-17,740.19,0.0,0.0,0.0
6770,257788,2020-01-17,1454.81,0.0,0.0,0.0
6770,257790,2020-01-17,1283.66,0.0,0.0,0.0
20754,259145,2020-01-17,742.91,0.0,0.0,0.0
20754,259144,2020-01-17,1862.68,244.0,0.130994,0.0217
20754,259143,2020-01-17,1668.46,0.0,0.0,0.0
20754,258480,2020-01-17,788.4,0.0,0.0,0.0
20754,258473,2020-01-17,1056.85,0.0,0.0,0.0
20754,258466,2020-01-17,577.96,30.0,0.051907,0.0833
20176,259194,2020-01-18,900.39,0.0,0.0,0.0
20176,259193,2020-01-18,7095.35,630.0,0.088791,0.0652
20144,257720,2020-01-18,1172.98,0.0,0.0,0.0
20953,259501,2020-01-18,829.51,0.0,0.0,
20953,259500,2020-01-18,828.77,0.0,0.0,
20953,259499,2020-01-18,1140.24,0.0,0.0,
20953,259498,2020-01-18,797.13,128.0,0.160576,0.0114
20953,259393,2020-01-18,914.21,0.0,0.0,0.0
20754,259503,2020-01-18,1798.33,0.0,0.0,0.0
20754,259502,2020-01-18,1043.53,0.0,0.0,0.0
20953,258152,2020-01-18,1044.94,30.0,0.02871,0.0244
20755,259060,2020-01-18,1404.55,242.0,0.172297,0.2
20954,259199,2020-01-18,1986.58,98.0,0.049331,0.1667
20755,259062,2020-01-18,936.47,0.0,0.0,0.0
20954,261718,2020-01-18,1860.1,0.0,0.0,
20954,259666,2020-01-18,2174.52,0.0,0.0,0.0
20954,259525,2020-01-18,535.44,0.0,0.0,0.0
20954,259521,2020-01-18,1206.71,0.0,0.0,0.0
20754,259467,2020-01-18,1429.1,0.0,0.0,0.0
20954,258998,2020-01-18,831.29,0.0,0.0,0.0
20954,258995,2020-01-18,1221.38,0.0,0.0,0.0
20954,258991,2020-01-18,1237.75,0.0,0.0,0.0
20954,258104,2020-01-18,1627.34,128.0,0.078656,0.0833
20755,259649,2020-01-18,808.76,0.0,0.0,0.0
20755,259648,2020-01-18,674.34,0.0,0.0,0.0
20755,259645,2020-01-18,1002.83,0.0,0.0,0.0
20755,259639,2020-01-18,1925.69,0.0,0.0,0.0
20755,259638,2020-01-18,949.23,0.0,0.0,0.0
20755,259064,2020-01-18,593.78,0.0,0.0,0.0
20754,259466,2020-01-18,1360.84,0.0,0.0,0.0
20754,259464,2020-01-18,1404.15,0.0,0.0,0.0
6867,259494,2020-01-18,6126.11,60.0,0.009794,0.0161
6867,259493,2020-01-18,2838.37,30.0,0.010569,0.0417
6867,259492,2020-01-18,1868.22,0.0,0.0,0.0
6867,258768,2020-01-18,2407.89,0.0,0.0,0.0
6770,257792,2020-01-18,741.22,0.0,0.0,0.0
6770,257791,2020-01-18,844.24,0.0,0.0,0.0
20754,259465,2020-01-18,921.67,0.0,0.0,0.0
7162,258416,2020-01-18,10000.0,242.0,0.0242,0.0176
20754,259463,2020-01-18,2321.72,12.0,0.005169,0.0128
7162,258776,2020-01-18,4503.95,0.0,0.0,0.0
20754,259461,2020-01-18,1165.29,42.0,0.036043,0.1667
20754,259460,2020-01-18,2302.64,12.0,0.005211,0.0028
20754,259458,2020-01-18,1871.73,0.0,0.0,0.0
20754,259452,2020-01-18,1736.87,0.0,0.0,0.0
20754,259451,2020-01-18,1363.07,0.0,0.0,0.0
20754,259449,2020-01-18,3231.15,30.0,0.009285,0.0103
20754,259448,2020-01-18,2996.88,42.0,0.014015,0.0088
20754,259450,2020-01-18,1931.28,0.0,0.0,0.0
20144,257722,2020-01-19,1620.61,0.0,0.0,0.0
20754,259924,2020-01-19,500.09,0.0,0.0,0.0
20754,259926,2020-01-19,629.28,0.0,0.0,0.0
20143,257752,2020-01-19,15768.64,0.0,0.0,0.0
20143,257763,2020-01-19,5953.2,0.0,0.0,0.0
20144,257721,2020-01-19,512.59,0.0,0.0,
