channel_id,source_id,image_id,label_ids
6770,334307,23645.0,19
6770,334308,23645.0,19
6770,334309,23645.0,19
6770,334310,23645.0,19
6770,334311,23706.0,19
6770,334312,23698.0,19
6770,334313,23645.0,19
6770,334314,23528.0,19
6770,334315,23237.0,19
6770,334316,22582.0,19
6770,334710,23675.0,19
6770,334711,23706.0,19
6770,334712,19636.0,19
6770,334713,23645.0,19
6770,334714,23645.0,19
6770,335735,22582.0,19
6770,335736,23742.0,19
6770,335737,23675.0,19
6770,335738,23740.0,19
6770,335739,23727.0,19
6770,335752,23727.0,19
6770,335753,23067.0,19
6770,335754,23688.0,20
6770,335755,23742.0,19
6770,335756,23698.0,19
6770,335757,23518.0,19
6770,335758,23737.0,20
6770,335759,23675.0,19
6770,335760,23645.0,19
6770,335761,23237.0,19
6770,335773,23067.0,19
6770,335774,23706.0,19
6770,335775,22582.0,19
6770,335776,23237.0,19
6770,335777,23742.0,19
6770,335778,23727.0,19
6770,335779,23688.0,20
6770,336715,23067.0,19
6770,336716,23697.0,19
6770,336717,23777.0,19
6770,336718,23783.0,19
6770,336719,22911.0,22
6770,336722,23067.0,19
6770,336723,23067.0,19
6770,336724,22911.0,22
6770,336725,23826.0,20
6770,336726,23783.0,19
6770,336727,23807.0,22
6770,336728,23783.0,19
6770,337312,23783.0,19
6770,337313,23067.0,19
6770,337314,23099.0,67
6770,337315,23740.0,19
6770,337316,23807.0,22
6770,337317,23826.0,20
6770,337318,23804.0,22
6770,337319,23784.0,20
6770,337497,23783.0,19
6770,337498,23656.0,19
6770,337499,23099.0,67
6770,337500,23784.0,20
6770,337501,23099.0,67
6770,337502,23656.0,19
6770,338043,23656.0,19
6770,338044,,
6770,338055,19636.0,19
6770,338056,,
6770,338720,23067.0,19
6770,338721,23783.0,19
6770,338725,23917.0,19
6770,338726,23927.0,19
6770,338727,23908.0,"-1,19"
6770,338728,23920.0,19
6770,338730,23067.0,19
6770,338731,23067.0,19
6770,338732,23067.0,19
6770,338733,23067.0,19
6770,338734,23783.0,19
6770,338735,23783.0,19
6770,338736,23807.0,22
6770,338737,23927.0,19
6770,338738,23920.0,19
6770,338739,23807.0,22
6770,338740,23927.0,19
6770,338741,23920.0,19
6770,338742,23917.0,19
6770,338743,23917.0,19
6770,339670,,
6770,339688,23920.0,19
6770,339689,23067.0,19
6770,339690,24087.0,19
6770,339691,23927.0,19
6770,339692,23656.0,19
6770,339693,24023.0,19
6770,339694,24079.0,19
6770,339695,23936.0,19
6770,339696,24023.0,19
6770,339697,23052.0,19
6770,339797,24096.0,"-1,19"
6770,339798,24071.0,22
6770,339799,23877.0,22
6770,339800,24093.0,20
6770,339801,24087.0,19
6770,339802,23886.0,20
6770,339803,23655.0,19
6770,340654,23067.0,19
6770,340655,23783.0,19
6770,340656,23067.0,19
6770,340657,23656.0,19
6770,340658,23656.0,19
6770,340659,23783.0,19
6770,340661,24145.0,19
6770,340664,24140.0,22
6770,340665,23698.0,19
6770,340666,24145.0,19
6770,340673,23067.0,19
6770,340674,23067.0,19
6770,340675,24155.0,19
6770,340676,24155.0,19
6770,340677,24155.0,19
6770,340678,23656.0,19
6770,340679,24155.0,19
6770,341162,23067.0,19
6770,341163,23067.0,19
6770,341164,23067.0,19
6770,341165,23067.0,19
6770,341166,23067.0,19
6770,341167,23067.0,19
6770,341168,23067.0,19
6770,341913,23067.0,19
6770,341914,23067.0,19
6770,341915,23067.0,19
6770,341916,23783.0,19
6770,341917,23783.0,19
6770,341918,23656.0,19
6770,341919,23656.0,19
6770,341920,23656.0,19
6770,341921,23656.0,19
6770,341922,,
6770,341923,23067.0,19
6770,341924,23783.0,19
6770,341925,23916.0,22
6770,341926,24023.0,19
6770,341927,24087.0,19
6770,341928,23916.0,22
6770,341929,23916.0,22
6770,341930,24023.0,19
6770,341931,24023.0,19
6770,341932,24023.0,19
6770,341933,24145.0,19
6770,341934,23916.0,22
6770,341935,23916.0,22
6770,341936,23655.0,19
6770,342011,23067.0,19
6770,342012,24023.0,19
6770,342013,24023.0,19
6770,342014,23698.0,19
6770,342015,23656.0,19
6770,342016,23067.0,19
6770,342017,23698.0,19
6770,342018,23656.0,19
6770,342019,23783.0,19
6770,342020,23916.0,22
6770,342021,23783.0,19
6770,342022,23916.0,22
6770,342859,24279.0,19
6770,342860,24295.0,19
6770,342861,24260.0,19
6770,342862,24278.0,19
6770,342863,24279.0,19
6770,342864,24278.0,19
6770,342865,24255.0,19
6770,342866,,
6770,343823,24300.0,
6770,343824,24318.0,19
6770,343825,24358.0,19
6770,343826,24295.0,19
6770,343827,24340.0,19
6770,343828,24353.0,19
6770,343829,24340.0,19
6770,343830,24353.0,19
6770,343831,24351.0,19
6770,343832,24279.0,19
6770,343833,24318.0,19
6770,343834,24300.0,
6770,343836,24295.0,19
6770,343837,24279.0,19
6770,343839,24351.0,19
6770,343840,24358.0,19
6770,343842,24311.0,19
6770,343843,24311.0,19
6770,343844,24278.0,19
6770,343845,24278.0,19
6770,343847,23783.0,19
6770,343850,23783.0,19
6770,343852,24278.0,19
6770,343854,24260.0,19
6770,343855,24279.0,19
6770,343874,24353.0,19
6770,343877,24358.0,19
6770,343878,23067.0,19
6770,343880,24351.0,19
6770,345075,23067.0,19
6770,345076,24351.0,19
6770,345077,24353.0,19
6770,345078,24427.0,
6770,345079,24411.0,19
6770,345080,23783.0,19
6770,345081,,
6770,345082,24423.0,19
6770,345091,24358.0,19
6770,345092,24378.0,19
6770,345093,24427.0,
6770,345094,24423.0,19
6770,345095,24431.0,19
6770,345096,24423.0,19
6770,345247,24435.0,67
6770,345248,24435.0,67
6770,345249,24435.0,67
6770,345250,24435.0,67
6770,345251,24435.0,67
6770,345252,24435.0,67
6770,345253,24435.0,67
6770,345254,24435.0,67
6770,345255,24435.0,67
6770,345256,24435.0,67
6770,345257,24435.0,67
6770,345258,24435.0,67
6770,345921,23656.0,19
6770,345922,23237.0,19
6770,345923,23067.0,19
6770,345924,24423.0,19
6770,345925,24445.0,67
6770,345926,24449.0,67
6770,346267,23783.0,19
6770,346268,24311.0,19
6770,346269,24427.0,
6770,346270,24378.0,19
6770,346271,24279.0,19
6770,346272,24351.0,19
6770,346273,24431.0,19
6770,346274,24505.0,19
6770,347017,23067.0,19
6770,347018,23783.0,19
6770,347019,23656.0,19
6770,347020,24311.0,19
6770,347021,23916.0,22
6770,347022,24516.0,19
6770,347023,23916.0,22
6770,347024,24514.0,19
6770,347954,23099.0,67
6770,347955,24580.0,-1
6770,347956,23888.0,"-1,19"
6770,347957,16276.0,
6770,347958,23051.0,67
6770,352023,23783.0,19
6770,352024,23916.0,22
6770,352025,23067.0,19
6770,352026,24311.0,19
6770,352027,24445.0,67
6770,352028,24505.0,19
6770,352029,23656.0,19
6770,352030,23908.0,"-1,19"
6770,352031,24818.0,19
6770,352032,24516.0,19
6770,353369,20567.0,
6770,353370,23656.0,19
6770,353371,23783.0,19
6770,353372,24646.0,145
6770,353373,24904.0,19
6770,353489,23656.0,19
6770,353490,23916.0,22
6770,353491,23916.0,22
6770,353492,23783.0,19
6770,353495,23916.0,22
6770,353496,23888.0,"-1,19"
6770,385108,,
6770,385151,25562.0,20
6770,385153,26464.0,20
6770,385154,26176.0,"-1,20"
6770,385155,26493.0,20
6770,385156,26501.0,
6770,389087,26294.0,"-1,103"
6770,389088,26294.0,"-1,103"
6770,389089,26503.0,103
6770,389090,26670.0,
6770,389091,26503.0,103
6770,389092,26791.0,19
6770,389093,25757.0,20
6770,389094,26739.0,22
6770,389095,25750.0,22
6770,389096,26445.0,"-1,20"
6770,391094,26858.0,20
6770,391095,26739.0,22
6770,391096,26870.0,
6770,391097,26853.0,103
6770,391098,26857.0,"-1,103"
6770,391699,,
6770,391707,,
6770,391737,26503.0,103
6770,391738,26739.0,22
6770,391739,26857.0,"-1,103"
6770,391740,26294.0,"-1,103"
6770,391741,,
6770,391742,26792.0,"-1,103"
6770,392742,26503.0,103
6770,392743,27001.0,"-1,103"
6770,392754,26129.0,"-1,19"
6770,392755,26582.0,19
6770,392756,26739.0,22
6770,392757,26284.0,67
6770,392758,26792.0,"-1,103"
6770,392759,26921.0,19
6770,392761,26980.0,
6770,392768,26782.0,"-1,103"
6770,392839,26503.0,103
6770,392845,23067.0,19
6770,392846,23656.0,19
6770,392847,26857.0,"-1,103"
6770,392848,23656.0,19
6770,392849,26503.0,103
6770,392850,26857.0,"-1,103"
6770,392851,26217.0,-1
6770,392853,26582.0,19
6770,392854,26582.0,19
6770,406089,,
6770,406232,27723.0,22
6770,406233,27784.0,19
6770,406234,27703.0,103
6770,406235,27700.0,19
6770,406236,27748.0,103
6770,406237,27638.0,103
6770,406238,27795.0,19
6770,406239,27797.0,19
6770,406240,27778.0,103
6770,406241,27732.0,19
6770,406393,,
6770,406394,,
6770,406395,27795.0,19
6770,406396,27796.0,19
6770,406397,27778.0,103
6770,406398,27748.0,103
6770,406399,27798.0,19
6770,407089,26739.0,22
6770,407091,27703.0,103
6770,407092,27383.0,67
6770,407093,27815.0,103
6770,407094,27575.0,19
6770,407095,27410.0,103
6770,407096,27797.0,19
6770,407133,27814.0,
6770,407134,27797.0,19
6770,407135,27575.0,19
6770,407136,27703.0,103
6770,407137,27815.0,103
6770,407138,27383.0,67
6770,411136,27797.0,19
6770,411137,27768.0,19
6770,411138,27748.0,103
6770,411139,27929.0,19
6770,411141,27489.0,22
6770,411149,27931.0,20
6770,411150,,
6770,411151,27936.0,20
6770,411152,27935.0,20
6770,411153,27824.0,103
6770,415860,27795.0,19
6770,415862,25562.0,20
6770,415863,27432.0,103
6770,415864,27672.0,20
6770,415865,27768.0,19
6770,415866,28018.0,20
6770,415867,28032.0,19
6770,415868,27001.0,"-1,103"
6770,415869,28062.0,103
6770,415870,27797.0,19
6770,417892,27703.0,103
6770,417893,27703.0,103
6770,417894,27945.0,19
6770,417895,28034.0,20
6770,417896,,
6770,417897,28127.0,103
6770,417898,28194.0,"19,103"
6770,417899,27630.0,103
6770,417900,28140.0,103
6770,417901,25907.0,20
6770,417966,27703.0,103
6770,417968,28209.0,19
6770,417969,28203.0,19
6770,417971,28194.0,"19,103"
6770,417973,27630.0,103
6770,417974,,
6770,417976,27824.0,103
6770,420092,26853.0,103
6770,420093,28034.0,20
6770,420094,27703.0,103
6770,420095,27672.0,20
6770,420096,28089.0,20
6770,420097,28395.0,103
6770,420098,27875.0,20
6770,420099,28012.0,103
6770,420100,28018.0,20
6770,420101,28033.0,20
6770,424770,22316.0,"-1,19"
6770,424771,23067.0,19
6770,424772,27824.0,103
6770,424773,27945.0,19
6770,424774,27703.0,103
6770,424775,27630.0,103
6770,424776,27672.0,20
6770,424777,27410.0,103
6770,424778,28397.0,103
6770,424779,28463.0,19
6770,424780,28215.0,103
6770,424781,25544.0,20
6770,424782,28522.0,19
6770,424783,28462.0,19
6770,424784,28524.0,103
6770,427399,,
6770,427401,28594.0,19
6770,427403,28592.0,103
6770,427404,28590.0,103
6770,427405,28588.0,19
6770,427406,,
6770,427407,28546.0,19
6770,427408,28541.0,103
6770,427409,28535.0,103
6770,427419,28538.0,103
6770,427492,28587.0,19
6770,427493,28592.0,103
6770,427494,28605.0,127
6770,427495,28590.0,103
6770,427496,28604.0,127
6770,427497,28546.0,19
6770,427498,,
6770,427499,28588.0,19
6770,427500,28594.0,19
6770,427501,28541.0,103
6770,427530,,
6770,427579,28603.0,"-1,127"
6770,427580,28604.0,127
6770,427581,,
6770,427582,28588.0,19
6770,427583,28594.0,19
6770,427584,28590.0,103
6770,427585,28592.0,103
6770,427586,28605.0,127
6770,427587,28541.0,103
6770,427588,28590.0,103
6770,429741,28678.0,127
6770,429742,28609.0,127
6770,429743,28613.0,127
6770,429744,28655.0,"-1,127"
6770,429745,28578.0,127
6770,429746,28578.0,127
6770,429747,28579.0,127
6770,429748,28663.0,127
6770,429749,28620.0,127
6770,429750,28607.0,"-1,127"
6770,429788,28612.0,127
6770,429789,28578.0,127
6770,429790,28590.0,103
6770,429791,28620.0,127
6770,429792,28579.0,127
6770,434245,28655.0,"-1,127"
6770,434249,28714.0,127
6770,434250,28744.0,127
6770,434251,28709.0,127
6770,434252,28798.0,19
6770,434253,27907.0,103
6770,434254,28594.0,19
6770,434258,,
6770,434259,28745.0,127
6770,434260,,
6770,434261,,
6770,434262,,
6770,434263,,
6770,434265,28800.0,19
6770,434266,,
6770,434803,,
6770,434905,28714.0,127
6770,434906,28609.0,127
6770,434907,28744.0,127
6770,434908,28734.0,127
6770,434909,28579.0,127
6770,434910,28803.0,127
6770,434911,28824.0,127
6770,434912,28821.0,127
6770,434913,28825.0,127
6770,434914,28804.0,20
6770,434915,28819.0,145
6770,434916,28817.0,127
6770,434917,28590.0,103
6770,434918,28738.0,127
6770,434919,28820.0,127
6770,434920,28610.0,127
6770,443043,27824.0,103
6770,443044,28825.0,127
6770,443045,29000.0,20
6770,443046,28999.0,20
6770,443047,28722.0,127
6770,443048,,
6770,443049,28972.0,111
6770,443050,27672.0,20
6770,443051,25825.0,20
6770,443052,28994.0,127
6770,446372,27703.0,103
6770,446373,28620.0,127
6770,446374,27824.0,103
6770,446375,28397.0,103
6770,446376,,
6770,446377,29019.0,19
6770,446378,29065.0,127
6770,446379,29124.0,111
6770,446380,29136.0,127
6770,446381,29075.0,127
6770,447387,29136.0,127
6770,447388,29124.0,111
6770,447389,27824.0,103
6770,447390,27824.0,103
6770,447391,29138.0,
6770,447392,29152.0,19
6770,447393,29160.0,127
6770,447394,29156.0,19
6770,447395,29156.0,19
6770,447396,29079.0,20
6770,447397,29155.0,20
6770,447398,29147.0,103
6770,447399,29160.0,127
6770,447400,29155.0,20
6770,447401,29152.0,19
6770,447402,29147.0,103
6770,447403,29138.0,
6770,447404,29136.0,127
6770,447405,,
6770,447406,29079.0,20
6770,456153,29075.0,127
6770,456154,29160.0,127
6770,456155,28722.0,127
6770,456156,29274.0,127
6770,456157,29329.0,127
6770,456158,29409.0,127
6770,456159,29409.0,127
6770,456160,29274.0,127
6867,254914,19452.0,
6867,254915,19495.0,
6867,254916,19418.0,
6867,254917,19208.0,
6867,254918,19575.0,
6867,255305,18936.0,
6867,255306,19418.0,
6867,255307,19418.0,
6867,255308,19339.0,
6867,255309,19494.0,
6867,255935,19395.0,
6867,255936,19494.0,
6867,255999,19606.0,
6867,257769,19208.0,
6867,257770,,
6867,257771,,
6867,257772,,
6867,257773,,
6867,257774,19208.0,
6867,257775,19208.0,
6867,258657,19636.0,19
6867,258658,19636.0,19
6867,258659,19636.0,19
6867,258660,19673.0,
6867,258661,19636.0,19
6867,258662,19636.0,19
6867,258663,19673.0,
6867,258664,19636.0,19
6867,258665,19636.0,19
6867,258666,19667.0,
6867,258764,19636.0,19
6867,258765,19636.0,19
6867,258766,19697.0,
6867,258767,19739.0,
6867,258768,19636.0,19
6867,259492,19673.0,
6867,259493,19668.0,
6867,259494,19651.0,
6867,259495,19636.0,19
6867,259496,19788.0,
6867,260121,19636.0,19
6867,260122,19636.0,19
6867,260123,19636.0,19
6867,260124,19636.0,19
6867,260125,19636.0,19
6867,260126,19673.0,
6867,260127,19788.0,
6867,260128,19791.0,
6867,260129,19808.0,
6867,260130,19810.0,
6867,260563,19743.0,
6867,260564,19834.0,
6867,260565,19834.0,
6867,260566,19834.0,
6867,260567,19854.0,
6867,260568,19854.0,
6867,260569,19834.0,
6867,260570,19636.0,19
6867,260571,19854.0,
6867,260572,,
6867,260817,19636.0,19
6867,261690,19636.0,19
6867,261691,19636.0,19
6867,261692,19834.0,
6867,261693,19824.0,
6867,261694,19823.0,
6867,261695,19854.0,
6867,261696,19636.0,19
6867,261697,19854.0,
6867,261698,19854.0,
6867,261699,19636.0,19
6867,261813,19636.0,19
6867,261819,19667.0,
6867,261820,19854.0,
6867,261821,19651.0,
6867,261888,19636.0,19
6867,261909,19667.0,
6867,261910,19854.0,
6867,262146,19667.0,
6867,262262,19834.0,
6867,262263,19636.0,19
6867,262264,19697.0,
6867,262265,19670.0,
6867,262266,19636.0,19
6867,262458,19667.0,
6867,262459,19824.0,
6867,262460,19667.0,
6867,262461,19834.0,
6867,262462,19788.0,
6867,262463,19788.0,
6867,262598,19834.0,
6867,262616,19667.0,
6867,262951,19208.0,
6867,262952,,
6867,262953,19788.0,
6867,262954,19834.0,
6867,262955,19667.0,
6867,263263,19667.0,
6867,263264,19667.0,
6867,263265,19360.0,
6867,263266,,
6867,263445,19910.0,
6867,264235,19940.0,
6867,264236,19864.0,
6867,264237,19636.0,19
6867,264238,19636.0,19
6867,264353,19636.0,19
6867,264354,19864.0,
6867,264355,19824.0,
6867,264356,19971.0,
6867,264357,19956.0,
6867,264958,19788.0,
6867,264974,19668.0,
6867,265677,19651.0,
6867,265678,19948.0,
6867,265679,19938.0,
6867,265681,19911.0,
6867,265683,,
6867,265690,19859.0,
6867,265691,19860.0,
6867,265692,19864.0,
6867,265693,19859.0,
6867,265694,19952.0,
6867,265695,19971.0,
6867,265696,20001.0,
6867,265697,20003.0,
6867,266010,19824.0,
6867,266011,20001.0,
6867,266012,20001.0,
6867,266013,20003.0,
6867,266014,19824.0,
6867,266502,19824.0,
6867,266503,19788.0,
6867,266504,19668.0,
6867,266505,19667.0,
6867,266506,20057.0,
6867,266648,19971.0,
6867,266664,19864.0,
6867,266918,,
6867,266919,,
6867,266920,,
6867,266921,,
6867,266922,,
6867,266965,19651.0,
6867,266966,19995.0,
6867,266967,20048.0,
6867,266968,19864.0,
6867,266969,19651.0,
6867,268727,19859.0,
6867,268728,19971.0,
6867,268729,20097.0,
6867,268730,19636.0,19
6867,268731,19854.0,
6867,268825,19864.0,
6867,268826,19788.0,
6867,268827,19636.0,19
6867,268828,19859.0,
6867,268829,19971.0,
6867,269508,19999.0,
6867,269509,20107.0,
6867,269510,19859.0,
6867,269511,19908.0,
6867,269512,19908.0,
6867,270048,19788.0,
6867,270049,19908.0,
6867,270050,19908.0,
6867,270051,19999.0,
6867,270052,,
6867,270945,19859.0,
6867,270946,19636.0,19
6867,270947,20221.0,
6867,271541,,
6867,271542,,
6867,271546,,
6867,271547,,
6867,271548,,
6867,271549,,
6867,271550,,
6867,272374,19859.0,
6867,272375,19667.0,
6867,272376,19910.0,
6867,272377,20195.0,
6867,272378,20221.0,
6867,272533,19651.0,
6867,272534,20196.0,
6867,272535,20252.0,
6867,272536,20250.0,
6867,272537,,
6867,278719,,
6867,278720,,
6867,278721,,
6867,278722,,
6867,278723,,
6867,278768,20621.0,
6867,278769,20618.0,
6867,278770,,
6867,278771,19788.0,
6867,278772,,
6867,280371,20518.0,
6867,280372,,
6867,280373,,
6867,280374,,
6867,280375,,
6867,280376,20518.0,
6867,280377,20518.0,
6867,280378,20518.0,
6867,280379,20518.0,
6867,280380,,
6867,280472,20518.0,
6867,280473,20518.0,
6867,280474,20518.0,
6867,280475,20544.0,
6867,280476,20518.0,
6867,280888,20484.0,
6867,280889,20494.0,
6867,280911,20567.0,
