image_id_1,label_ids_1,im_amount_1,im_create_role_num_1,im_new_role_money_1,im_pay_role_user_num_1,im_source_num_1,im_valid_source_num_1,model_run_datetime_1,data_win_1
17605,,5099.19,158.0,280.0,6.0,3,1,2020-01-01,1
18072,,10250.46,682.0,666.0,7.0,3,1,2020-01-01,1
19208,,28515.67,917.0,5932.0,22.0,21,3,2020-01-01,1
19340,,5340.19,995.0,3516.0,4.0,1,1,2020-01-01,1
19360,,4666.54,261.0,60.0,2.0,3,1,2020-01-01,1
19393,,3015.35,24.0,24.0,2.0,1,1,2020-01-01,1
19409,,3475.22,84.0,84.0,4.0,1,1,2020-01-01,1
19414,,1623.64,45.0,196.0,2.0,1,1,2020-01-01,1
19418,,4419.53,26.0,60.0,2.0,2,1,2020-01-01,1
19430,,11247.09,198.0,860.0,4.0,5,2,2020-01-01,1
19431,,1650.24,5.0,60.0,2.0,1,1,2020-01-01,1
16316,,799.72,20.0,0.0,0.0,1,0,2020-01-01,1
17089,-1,1448.73,53.0,0.0,0.0,2,0,2020-01-01,1
17417,,3335.44,50.0,0.0,0.0,2,0,2020-01-01,1
17434,,2641.94,56.0,0.0,0.0,2,0,2020-01-01,1
17673,,4756.14,198.0,0.0,0.0,3,0,2020-01-01,1
17817,,966.28,5.0,0.0,0.0,2,0,2020-01-01,1
18166,,591.07,6.0,0.0,0.0,1,0,2020-01-01,1
18835,,609.78,20.0,0.0,0.0,1,0,2020-01-01,1
18900,,2864.82,44.0,0.0,0.0,6,0,2020-01-01,1
19072,,575.21,5.0,0.0,0.0,2,0,2020-01-01,1
19099,,4613.19,200.0,0.0,0.0,2,0,2020-01-01,1
19218,,3929.89,252.0,0.0,0.0,3,0,2020-01-01,1
19248,,2692.98,52.0,0.0,0.0,4,0,2020-01-01,1
19261,,688.89,7.0,0.0,0.0,1,0,2020-01-01,1
19343,,310.76,4.0,0.0,0.0,1,0,2020-01-01,1
19392,,322.01,3.0,0.0,0.0,1,0,2020-01-01,1
19395,,4179.06,208.0,24.0,2.0,2,0,2020-01-01,1
