image_id,image_name,media_id,image_launch_time,image_source_total_num,image_run_date_amount,image_create_role_pay_num,image_create_role_num,image_create_role_pay_sum,image_source_num,image_create_role_pay_rate,image_create_role_cost,image_create_role_pay_cost,image_valid_source_num,image_valid_source_rate,image_pay_sum_ability,image_pay_num_ability,image_create_role_roi,image_create_role_retain_1d,create_role_30_pay_sum,model_run_datetime,data_win
24780,ZDZL1294-竖版ZDC,16,2021-05-26,5.0,194.6,0.0,1.0,0.0,1.0,0.0,194.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
26296,ZDZL1479-横版ZDC,16,2021-07-02,2.0,715.44,0.0,4.0,0.0,1.0,0.0,178.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2021-07-08,3
28568,ZDZL1839-横版Z（3D）,16,,,164.35,1.0,4.0,128.0,1.0,0.25,41.0875,164.35,0.0,0.0,0.0,0.0,0.778826,0.25,214.0,2021-07-08,3
28593,ZDZL1844-横版J,16,2021-07-06,1.0,195.3,1.0,1.0,7.0,1.0,1.0,195.3,195.3,0.0,0.0,0.0,0.0,0.035842,1.0,7.0,2021-07-08,3
28690,ZDZL1853-横版ZDC,16,2021-07-06,1.0,472.65,0.0,2.0,0.0,1.0,0.0,236.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
29125,WD1301-CHL,16,2021-05-09,8.0,102.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2021-07-08,3
29881,WD1338-CHL,16,2021-07-02,4.0,609.24,0.0,1.0,0.0,3.0,0.0,609.24,0.0,4.0,1.3333,0.0,0.0,0.0,0.4,484.0,2021-07-08,3
30243,WD1345-CHL,16,2021-06-24,14.0,1204.07,0.0,8.0,0.0,1.0,0.0,150.50875,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,1.0,2021-07-08,3
30244,WD1346-CHL,16,2021-07-02,2.0,1498.73,2.0,7.0,66.0,2.0,0.2857,214.104286,749.365,2.0,1.0,33.0,1.0,0.044037,0.5909,374.0,2021-07-08,3
30308,ZDZL1967-横版Z,16,2021-07-06,1.0,1204.75,0.0,9.0,0.0,1.0,0.0,133.861111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,2021-07-08,3
30954,WD1358-CHL,16,2021-05-01,3.0,227.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
33201,ZDZL1986-横版CHL,16,2021-05-12,14.0,625.01,1.0,14.0,6.0,1.0,0.0714,44.643571,625.01,1.0,1.0,6.0,1.0,0.0096,0.2632,18.0,2021-07-08,3
33980,WD1379-XXJ,16,2021-06-09,4.0,264.3,0.0,2.0,0.0,1.0,0.0,132.15,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2021-07-08,3
34503,QMTK0062-横版CHL（3D）(TT),16,2021-06-10,9.0,506.65,0.0,2.0,0.0,1.0,0.0,253.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
34560,QMTK0114-横版LL(TT),16,2021-06-12,54.0,1731.68,1.0,24.0,6.0,7.0,0.0417,72.153333,1731.68,1.0,0.1429,6.0,1.0,0.003465,0.2143,7.0,2021-07-08,3
34592,QMTK0132-竖版CHL(3D混剪)(TT),16,2021-06-12,6.0,109.34,1.0,2.0,6.0,1.0,0.5,54.67,109.34,0.0,0.0,0.0,0.0,0.054875,0.5,6.0,2021-07-08,3
34593,QMTK0133-横版CHL(3D)(TT),16,2021-06-12,20.0,17128.21,8.0,147.0,392.0,3.0,0.0544,116.518435,2141.02625,2.0,0.6667,196.0,4.0,0.022886,0.1538,2489.0,2021-07-08,3
34631,QMTK0141-竖版LL（3D）（TT）,16,2021-06-30,1.0,1369.37,0.0,3.0,0.0,1.0,0.0,456.456667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
34634,QMTK0144-横版LL（TT）,16,2021-06-12,16.0,1212.48,2.0,18.0,316.0,1.0,0.1111,67.36,606.24,1.0,1.0,316.0,2.0,0.260623,0.2381,880.0,2021-07-08,3
34838,QMTK0157-横版Z,16,2021-06-17,13.0,739.42,1.0,5.0,7.0,5.0,0.2,147.884,739.42,0.0,0.0,0.0,0.0,0.009467,0.3333,7.0,2021-07-08,3
34875,QMTK0162-竖版CHL,16,2021-06-19,5.0,172.39,0.0,2.0,0.0,2.0,0.0,86.195,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,6.0,2021-07-08,3
34907,QMTK0166-横版Z,16,2021-06-23,74.0,5178.28,3.0,41.0,19.0,5.0,0.0732,126.299512,1726.093333,5.0,1.0,3.8,0.6,0.003669,0.1905,1937.0,2021-07-08,3
35022,QMTK0169-竖版CHL,16,2021-06-26,2.0,124.84,0.0,3.0,0.0,1.0,0.0,41.613333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
35032,WD1397-CHL(不能用于头条）,16,2021-06-24,23.0,4012.22,6.0,36.0,380.0,6.0,0.1667,111.450556,668.703333,6.0,1.0,63.333333,1.0,0.094711,0.2105,14784.0,2021-07-08,3
35105,QMTK0181-竖版CHL（3D混剪）,16,2021-06-24,2.0,150.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-08,3
35148,QMTK0184-竖版CHL(3D)(TT),16,2021-06-25,4.0,102.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-08,3
35265,QMTK0186-横版ZDC(3D)(TT),16,2021-07-07,1.0,1085.5,0.0,3.0,0.0,1.0,0.0,361.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
35291,QMTK0203-横版ZDC(3D),16,2021-07-07,1.0,382.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-08,3
35396,QMTK0215-竖版xy（TT）,16,2021-06-30,3.0,1030.79,0.0,2.0,0.0,2.0,0.0,515.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-08,3
35425,WD1407-CHL(不能用于头条）,16,2021-06-30,35.0,4771.93,1.0,17.0,6.0,5.0,0.0588,280.701765,4771.93,0.0,0.0,0.0,0.0,0.001257,0.15,30.0,2021-07-08,3
35427,WD1405-CHL(不能用于头条）,16,2021-06-30,28.0,282.4,0.0,2.0,0.0,1.0,0.0,141.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,6.0,2021-07-08,3
35536,WD1409-CHL(不能用于头条）,16,2021-07-03,3.0,1028.25,2.0,4.0,12.0,1.0,0.5,257.0625,514.125,2.0,2.0,6.0,1.0,0.01167,0.2,144.0,2021-07-08,3
35537,WD1408-CHL(不能用于头条）,16,2021-07-03,18.0,6373.77,4.0,34.0,276.0,6.0,0.1176,187.463824,1593.4425,6.0,1.0,46.0,0.6667,0.043302,0.25,12107.0,2021-07-08,3
35549,WD1411-CHL(不能用于头条）,16,2021-07-06,4.0,2822.16,1.0,13.0,6.0,3.0,0.0769,217.089231,2822.16,0.0,0.0,0.0,0.0,0.002126,0.1538,6.0,2021-07-08,3
35638,QMTK0218-竖版CHL,16,2021-07-06,2.0,655.23,0.0,2.0,0.0,2.0,0.0,327.615,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2021-07-08,3
35656,WD1414-CHL(不能用于头条）,16,2021-07-06,3.0,6880.93,8.0,49.0,560.0,2.0,0.1633,140.427143,860.11625,2.0,1.0,280.0,4.0,0.081384,0.2449,4184.0,2021-07-08,3
35657,WD1413-CHL(不能用于头条）,16,2021-07-06,1.0,1162.61,1.0,7.0,6.0,1.0,0.1429,166.087143,1162.61,1.0,1.0,6.0,1.0,0.005161,0.2857,604.0,2021-07-08,3
35658,WD1412-CHL(不能用于头条）,16,2021-07-06,2.0,2924.49,1.0,10.0,12.0,2.0,0.1,292.449,2924.49,0.0,0.0,0.0,0.0,0.004103,0.2,18.0,2021-07-08,3
23778,ZDZL1134-横版ZDC,16,2021-05-01,4.0,124.0,0.0,2.0,0.0,2.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
23795,ZDZL1138横板+JL,16,2021-07-06,1.0,625.05,0.0,3.0,0.0,1.0,0.0,208.35,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,2021-07-09,3
23856,ZDZL1158-横版CHL,16,2021-06-17,3.0,1311.81,1.0,9.0,6.0,2.0,0.1111,145.756667,1311.81,2.0,1.0,3.0,0.5,0.004574,0.2857,1642.0,2021-07-09,3
23897,ZDZL1171-横版ZDC,16,2021-07-06,1.0,1793.09,0.0,6.0,0.0,1.0,0.0,298.848333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
24780,ZDZL1294-竖版ZDC,16,2021-05-26,5.0,175.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
26296,ZDZL1479-横版ZDC,16,2021-07-02,2.0,1095.35,0.0,5.0,0.0,1.0,0.0,219.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2021-07-09,3
28568,ZDZL1839-横版Z（3D）,16,,,117.33,1.0,2.0,202.0,1.0,0.5,58.665,117.33,0.0,0.0,0.0,0.0,1.72164,0.25,214.0,2021-07-09,3
28690,ZDZL1853-横版ZDC,16,2021-07-06,1.0,115.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
30243,WD1345-CHL,16,2021-06-24,14.0,581.56,1.0,6.0,1.0,1.0,0.1667,96.926667,581.56,0.0,0.0,0.0,0.0,0.00172,0.2222,1.0,2021-07-09,3
30244,WD1346-CHL,16,2021-07-02,2.0,1419.7,3.0,11.0,75.0,2.0,0.2727,129.063636,473.233333,2.0,1.0,37.5,1.5,0.052828,0.3333,82.0,2021-07-09,3
30308,ZDZL1967-横版Z,16,2021-07-06,1.0,930.9,0.0,8.0,0.0,1.0,0.0,116.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2021-07-09,3
30954,WD1358-CHL,16,2021-05-01,3.0,227.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
33201,ZDZL1986-横版CHL,16,2021-05-12,14.0,652.13,1.0,14.0,6.0,1.0,0.0714,46.580714,652.13,1.0,1.0,6.0,1.0,0.009201,0.1765,6.0,2021-07-09,3
33980,WD1379-XXJ,16,2021-06-09,4.0,383.51,0.0,2.0,0.0,1.0,0.0,191.755,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2021-07-09,3
34503,QMTK0062-横版CHL（3D）(TT),16,2021-06-10,9.0,370.4,0.0,1.0,0.0,1.0,0.0,370.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
34539,QMTK0105-竖版ZDC,16,2021-06-12,12.0,135.75,1.0,2.0,6.0,1.0,0.5,67.875,135.75,0.0,0.0,0.0,0.0,0.044199,0.3333,6.0,2021-07-09,3
34560,QMTK0114-横版LL(TT),16,2021-06-12,54.0,2411.08,3.0,29.0,90.0,7.0,0.1034,83.14069,803.693333,1.0,0.1429,90.0,3.0,0.037328,0.2353,107.0,2021-07-09,3
34580,QMTK0126-横版ZDC,16,2021-07-02,1.0,118.17,0.0,1.0,0.0,1.0,0.0,118.17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021-07-09,3
34593,QMTK0133-横版CHL(3D)(TT),16,2021-06-12,20.0,15587.04,11.0,126.0,372.0,3.0,0.0873,123.706667,1417.003636,2.0,0.6667,186.0,5.5,0.023866,0.1768,2422.0,2021-07-09,3
34631,QMTK0141-竖版LL（3D）（TT）,16,2021-06-30,1.0,1324.07,0.0,2.0,0.0,1.0,0.0,662.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
34634,QMTK0144-横版LL（TT）,16,2021-06-12,16.0,1171.75,2.0,14.0,328.0,1.0,0.1429,83.696429,585.875,1.0,1.0,328.0,2.0,0.279923,0.1905,880.0,2021-07-09,3
34838,QMTK0157-横版Z,16,2021-06-17,13.0,764.87,1.0,4.0,7.0,5.0,0.25,191.2175,764.87,0.0,0.0,0.0,0.0,0.009152,0.4286,7.0,2021-07-09,3
34875,QMTK0162-竖版CHL,16,2021-06-19,5.0,171.45,0.0,1.0,0.0,2.0,0.0,171.45,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,2021-07-09,3
34907,QMTK0166-横版Z,16,2021-06-23,74.0,4678.46,1.0,26.0,66.0,6.0,0.0385,179.940769,4678.46,7.0,1.1667,9.428571,0.1429,0.014107,0.2292,1811.0,2021-07-09,3
35022,QMTK0169-竖版CHL,16,2021-06-26,2.0,100.24,0.0,3.0,0.0,1.0,0.0,33.413333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
35032,WD1397-CHL(不能用于头条）,16,2021-06-24,23.0,1601.08,1.0,13.0,6.0,3.0,0.0769,123.16,1601.08,6.0,2.0,1.0,0.1667,0.003747,0.2821,8208.0,2021-07-09,3
35105,QMTK0181-竖版CHL（3D混剪）,16,2021-06-24,2.0,125.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-09,3
35148,QMTK0184-竖版CHL(3D)(TT),16,2021-06-25,4.0,106.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-09,3
35265,QMTK0186-横版ZDC(3D)(TT),16,2021-07-07,1.0,1085.5,0.0,3.0,0.0,1.0,0.0,361.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
35291,QMTK0203-横版ZDC(3D),16,2021-07-07,1.0,382.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-09,3
35396,QMTK0215-竖版xy（TT）,16,2021-06-30,3.0,1663.82,0.0,5.0,0.0,2.0,0.0,332.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
35425,WD1407-CHL(不能用于头条）,16,2021-06-30,35.0,3771.19,0.0,11.0,0.0,5.0,0.0,342.835455,0.0,0.0,0.0,0.0,0.0,0.0,0.0952,6.0,2021-07-09,3
35427,WD1405-CHL(不能用于头条）,16,2021-06-30,28.0,532.13,0.0,3.0,0.0,2.0,0.0,177.376667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-09,3
35536,WD1409-CHL(不能用于头条）,16,2021-07-03,3.0,1040.46,3.0,6.0,220.0,1.0,0.5,173.41,346.82,1.0,1.0,220.0,3.0,0.211445,0.2857,14768.0,2021-07-09,3
35537,WD1408-CHL(不能用于头条）,16,2021-07-03,18.0,1332.04,1.0,7.0,6.0,6.0,0.1429,190.291429,1332.04,7.0,1.1667,0.857143,0.1429,0.004504,0.1667,294.0,2021-07-09,3
35549,WD1411-CHL(不能用于头条）,16,2021-07-06,4.0,2448.49,1.0,10.0,6.0,3.0,0.1,244.849,2448.49,0.0,0.0,0.0,0.0,0.00245,0.1538,6.0,2021-07-09,3
35638,QMTK0218-竖版CHL,16,2021-07-06,2.0,655.23,0.0,2.0,0.0,2.0,0.0,327.615,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2021-07-09,3
35656,WD1414-CHL(不能用于头条）,16,2021-07-06,3.0,7708.69,5.0,51.0,401.0,2.0,0.098,151.150784,1541.738,2.0,1.0,200.5,2.5,0.052019,0.2623,4214.0,2021-07-09,3
35657,WD1413-CHL(不能用于头条）,16,2021-07-06,1.0,722.26,0.0,5.0,0.0,1.0,0.0,144.452,0.0,1.0,1.0,0.0,0.0,0.0,0.25,604.0,2021-07-09,3
35658,WD1412-CHL(不能用于头条）,16,2021-07-06,2.0,2370.49,1.0,9.0,12.0,2.0,0.1111,263.387778,2370.49,0.0,0.0,0.0,0.0,0.005062,0.2,18.0,2021-07-09,3
23795,ZDZL1138横板+JL,16,2021-07-06,1,203.05,0.0,2.0,0.0,1.0,0.0,101.525,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,2021-07-10,3
23856,ZDZL1158-横版CHL,16,2021-06-17,3,535.06,1.0,6.0,48.0,2.0,0.1667,89.176667,535.06,1.0,0.5,48.0,1.0,0.08971,0.2,268.0,2021-07-10,3
23897,ZDZL1171-横版ZDC,16,2021-07-06,1,860.48,0.0,2.0,0.0,1.0,0.0,430.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
24780,ZDZL1294-竖版ZDC,16,2021-05-26,5,150.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-10,3
26296,ZDZL1479-横版ZDC,16,2021-07-02,2,982.46,0.0,5.0,0.0,1.0,0.0,196.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2021-07-10,3
30243,WD1345-CHL,16,2021-06-24,14,415.19,0.0,4.0,0.0,1.0,0.0,103.7975,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,1.0,2021-07-10,3
30244,WD1346-CHL,16,2021-07-02,2,1455.55,1.0,10.0,9.0,1.0,0.1,145.555,1455.55,2.0,2.0,4.5,0.5,0.006183,0.3077,82.0,2021-07-10,3
30308,ZDZL1967-横版Z,16,2021-07-06,1,478.69,0.0,2.0,0.0,1.0,0.0,239.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
33201,ZDZL1986-横版CHL,16,2021-05-12,14,588.67,1.0,12.0,6.0,1.0,0.0833,49.055833,588.67,1.0,1.0,6.0,1.0,0.010192,0.2143,6.0,2021-07-10,3
33980,WD1379-XXJ,16,2021-06-09,4,338.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2021-07-10,3
34503,QMTK0062-横版CHL（3D）(TT),16,2021-06-10,9,219.27,0.0,1.0,0.0,1.0,0.0,219.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
34539,QMTK0105-竖版ZDC,16,2021-06-12,12,116.46,1.0,2.0,6.0,1.0,0.5,58.23,116.46,0.0,0.0,0.0,0.0,0.05152,0.3333,6.0,2021-07-10,3
34560,QMTK0114-横版LL(TT),16,2021-06-12,54,1778.92,3.0,18.0,90.0,7.0,0.1667,98.828889,592.973333,1.0,0.1429,90.0,3.0,0.050592,0.2188,101.0,2021-07-10,3
34580,QMTK0126-横版ZDC,16,2021-07-02,1,116.52,0.0,1.0,0.0,1.0,0.0,116.52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021-07-10,3
34593,QMTK0133-横版CHL(3D)(TT),16,2021-06-12,20,10763.65,10.0,79.0,366.0,2.0,0.1266,136.248734,1076.365,1.0,0.5,366.0,10.0,0.034003,0.1567,2312.0,2021-07-10,3
34631,QMTK0141-竖版LL（3D）（TT）,16,2021-06-30,1,1252.42,0.0,1.0,0.0,1.0,0.0,1252.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
34634,QMTK0144-横版LL（TT）,16,2021-06-12,16,526.36,1.0,8.0,128.0,1.0,0.125,65.795,526.36,1.0,1.0,128.0,1.0,0.24318,0.2143,880.0,2021-07-10,3
34838,QMTK0157-横版Z,16,2021-06-17,13,502.04,0.0,2.0,0.0,3.0,0.0,251.02,0.0,0.0,0.0,0.0,0.0,0.0,0.4,7.0,2021-07-10,3
34875,QMTK0162-竖版CHL,16,2021-06-19,5,123.45,0.0,1.0,0.0,2.0,0.0,123.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
34907,QMTK0166-横版Z,16,2021-06-23,74,6544.59,2.0,35.0,18.0,7.0,0.0571,186.988286,3272.295,0.0,0.0,0.0,0.0,0.00275,0.1373,2008.0,2021-07-10,3
35032,WD1397-CHL(不能用于头条）,16,2021-06-24,23,372.44,0.0,4.0,0.0,2.0,0.0,93.11,0.0,0.0,0.0,0.0,0.0,0.0,0.2353,5230.0,2021-07-10,3
35265,QMTK0186-横版ZDC(3D)(TT),16,2021-07-07,1,1085.5,0.0,3.0,0.0,1.0,0.0,361.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
35291,QMTK0203-横版ZDC(3D),16,2021-07-07,1,382.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2021-07-10,3
35396,QMTK0215-竖版xy（TT）,16,2021-06-30,3,1639.96,0.0,5.0,0.0,2.0,0.0,327.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
35425,WD1407-CHL(不能用于头条）,16,2021-06-30,35,4133.2,0.0,12.0,0.0,4.0,0.0,344.433333,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,2021-07-10,3
35427,WD1405-CHL(不能用于头条）,16,2021-06-30,28,5422.4,4.0,32.0,200.0,4.0,0.125,169.45,1355.6,4.0,1.0,50.0,1.0,0.036884,0.25,612.0,2021-07-10,3
35536,WD1409-CHL(不能用于头条）,16,2021-07-03,3,471.09,1.0,3.0,208.0,1.0,0.3333,157.03,471.09,1.0,1.0,208.0,1.0,0.441529,0.3333,14768.0,2021-07-10,3
35537,WD1408-CHL(不能用于头条）,16,2021-07-03,18,4603.78,3.0,21.0,18.0,5.0,0.1429,219.227619,1534.593333,7.0,1.4,2.571429,0.4286,0.00391,0.12,25.0,2021-07-10,3
35549,WD1411-CHL(不能用于头条）,16,2021-07-06,4,597.28,0.0,1.0,0.0,2.0,0.0,597.28,0.0,3.0,1.5,0.0,0.0,0.0,0.1,6.0,2021-07-10,3
35638,QMTK0218-竖版CHL,16,2021-07-06,2,351.82,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2021-07-10,3
35656,WD1414-CHL(不能用于头条）,16,2021-07-06,3,5591.37,7.0,40.0,743.0,1.0,0.175,139.78425,798.767143,2.0,2.0,371.5,3.5,0.132883,0.25,949.0,2021-07-10,3
35657,WD1413-CHL(不能用于头条）,16,2021-07-06,1,320.01,0.0,2.0,0.0,1.0,0.0,160.005,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,598.0,2021-07-10,3
35658,WD1412-CHL(不能用于头条）,16,2021-07-06,2,145.91,0.0,1.0,0.0,2.0,0.0,145.91,0.0,2.0,1.0,0.0,0.0,0.0,0.2,18.0,2021-07-10,3
35862,QMTK0219-横版Z 加UI,16,2021-07-09,7,4135.29,1.0,15.0,6.0,2.0,0.0667,275.686,4135.29,0.0,0.0,0.0,0.0,0.001451,0.0667,6.0,2021-07-10,3
35935,QMTK0220-竖版CHL（TT),16,2021-07-09,10,864.76,0.0,3.0,0.0,2.0,0.0,288.253333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-10,3
23856,ZDZL1158-横版CHL,16,2021-06-17,3,224.43,0.0,2.0,0.0,1.0,0.0,112.215,0.0,1.0,1.0,0.0,0.0,0.0,0.125,268.0,2021-07-11,3
26296,ZDZL1479-横版ZDC,16,2021-07-02,2,445.62,0.0,2.0,0.0,1.0,0.0,222.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2021-07-11,3
30243,WD1345-CHL,16,2021-06-24,14,119.94,0.0,1.0,0.0,1.0,0.0,119.94,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2021-07-11,3
30244,WD1346-CHL,16,2021-07-02,2,841.24,0.0,6.0,0.0,1.0,0.0,140.206667,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,10.0,2021-07-11,3
33201,ZDZL1986-横版CHL,16,2021-05-12,14,131.73,0.0,3.0,0.0,1.0,0.0,43.91,0.0,1.0,1.0,0.0,0.0,0.0,0.25,6.0,2021-07-11,3
33980,WD1379-XXJ,16,2021-06-09,4,140.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-11,3
34560,QMTK0114-横版LL(TT),16,2021-06-12,54,893.72,3.0,8.0,90.0,7.0,0.375,111.715,297.906667,1.0,0.1429,90.0,3.0,0.100703,0.2857,100.0,2021-07-11,3
34593,QMTK0133-横版CHL(3D)(TT),16,2021-06-12,20,1117.05,3.0,11.0,66.0,2.0,0.2727,101.55,372.35,1.0,0.5,66.0,3.0,0.059084,0.1839,2258.0,2021-07-11,3
34634,QMTK0144-横版LL（TT）,16,2021-06-12,16,112.32,0.0,2.0,0.0,1.0,0.0,56.16,0.0,1.0,1.0,0.0,0.0,0.0,0.2222,680.0,2021-07-11,3
34838,QMTK0157-横版Z,16,2021-06-17,13,442.37,0.0,1.0,0.0,3.0,0.0,442.37,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2021-07-11,3
34907,QMTK0166-横版Z,16,2021-06-23,74,8732.57,6.0,67.0,42.0,6.0,0.0896,130.336866,1455.428333,7.0,1.1667,6.0,0.8571,0.00481,0.2317,1264.0,2021-07-11,3
35032,WD1397-CHL(不能用于头条）,16,2021-06-24,23,372.43,0.0,1.0,0.0,1.0,0.0,372.43,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,2021-07-11,3
35396,QMTK0215-竖版xy（TT）,16,2021-06-30,3,636.85,0.0,3.0,0.0,1.0,0.0,212.283333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-11,3
35425,WD1407-CHL(不能用于头条）,16,2021-06-30,35,3587.68,1.0,16.0,6.0,4.0,0.0625,224.23,3587.68,0.0,0.0,0.0,0.0,0.001672,0.0833,336.0,2021-07-11,3
35427,WD1405-CHL(不能用于头条）,16,2021-06-30,28,11543.08,11.0,78.0,460.0,4.0,0.141,147.988205,1049.370909,4.0,1.0,115.0,2.75,0.039851,0.225,1208.0,2021-07-11,3
35536,WD1409-CHL(不能用于头条）,16,2021-07-03,3,381.17,1.0,3.0,516.0,1.0,0.3333,127.056667,381.17,1.0,1.0,516.0,1.0,1.353727,0.3333,14624.0,2021-07-11,3
35537,WD1408-CHL(不能用于头条）,16,2021-07-03,18,5471.03,2.0,25.0,12.0,4.0,0.08,218.8412,2735.515,5.0,1.25,2.4,0.4,0.002193,0.1071,25.0,2021-07-11,3
35656,WD1414-CHL(不能用于头条）,16,2021-07-06,3,1780.3,1.0,13.0,30.0,1.0,0.0769,136.946154,1780.3,1.0,1.0,30.0,1.0,0.016851,0.2857,1241.0,2021-07-11,3
35862,QMTK0219-横版Z 加UI,16,2021-07-09,7,4135.29,1.0,15.0,6.0,2.0,0.0667,275.686,4135.29,0.0,0.0,0.0,0.0,0.001451,0.0556,6.0,2021-07-11,3
35935,QMTK0220-竖版CHL（TT),16,2021-07-09,10,1291.23,1.0,8.0,6.0,2.0,0.125,161.40375,1291.23,2.0,1.0,3.0,0.5,0.004647,0.125,6.0,2021-07-11,3
30244,WD1346-CHL,16,2021-07-02,2,376.62,0.0,1.0,0.0,1.0,0.0,376.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-07-12,3
34907,QMTK0166-横版Z,16,2021-06-23,74,12669.32,14.0,108.0,772.0,4.0,0.1296,117.308519,904.951429,5.0,1.25,154.4,2.8,0.060935,0.2368,4244.0,2021-07-12,3
