ad_account_id,ad_amount,ad_create_role_num,ad_new_role_money,ad_pay_role_user_num,ad_source_num,ad_valid_source_num,model_run_datetime,data_win
4735,31701.18,601.0,8588.0,14.0,6,2,2020-04-18,1
4749,5799.32,374.0,436.0,4.0,4,2,2020-04-18,1
4793,13519.9,707.0,168.0,4.0,11,1,2020-04-18,1
4800,29361.89,1118.0,568.0,15.0,10,2,2020-04-18,1
4884,48964.91,2379.0,2012.0,19.0,15,6,2020-04-18,1
4918,684.42,3.0,0.0,0.0,2,0,2020-04-18,1
5077,17205.41,333.0,30.0,1.0,7,1,2020-04-18,1
5101,53488.46,2333.0,1544.0,17.0,15,6,2020-04-18,1
5105,6873.64,423.0,0.0,0.0,7,0,2020-04-18,1
5120,21509.86,441.0,278.0,11.0,5,1,2020-04-18,1
5134,18058.17,167.0,294.0,7.0,10,4,2020-04-18,1
5140,16612.75,415.0,944.0,10.0,13,2,2020-04-18,1
5235,26249.92,1643.0,256.0,4.0,15,2,2020-04-18,1
5248,1992.26,35.0,0.0,0.0,1,0,2020-04-18,1
5264,16460.36,303.0,234.0,3.0,9,2,2020-04-18,1
5265,25729.09,1570.0,478.0,10.0,11,2,2020-04-18,1
5266,7216.47,149.0,72.0,3.0,2,0,2020-04-18,1
5294,10926.7,367.0,24.0,2.0,4,2,2020-04-18,1
5329,14979.51,496.0,1964.0,8.0,14,2,2020-04-18,1
5331,14505.81,269.0,816.0,8.0,5,1,2020-04-18,1
5335,20702.23,361.0,3060.0,5.0,21,2,2020-04-18,1
5344,35460.29,2415.0,1204.0,13.0,11,5,2020-04-18,1
5347,980.44,14.0,0.0,0.0,1,0,2020-04-18,1
5349,2623.7,96.0,24.0,2.0,3,0,2020-04-18,1
5350,35601.85,2075.0,1012.0,16.0,13,5,2020-04-18,1
5351,19221.94,454.0,0.0,0.0,3,0,2020-04-18,1
5352,50360.43,1502.0,5446.0,29.0,10,4,2020-04-18,1
5357,5266.43,54.0,392.0,2.0,5,1,2020-04-18,1
5358,7696.48,303.0,612.0,4.0,5,2,2020-04-18,1
5360,11803.3,687.0,48.0,4.0,3,1,2020-04-18,1
5366,1276.33,65.0,24.0,2.0,1,1,2020-04-18,1
5546,230.49,14.0,0.0,0.0,1,0,2020-04-18,1
5547,7264.12,313.0,1964.0,2.0,4,1,2020-04-18,1
5636,3309.3,41.0,0.0,0.0,4,0,2020-04-18,1
5637,13605.53,642.0,984.0,8.0,4,1,2020-04-18,1
5639,15249.32,664.0,72.0,2.0,12,2,2020-04-18,1
5640,14757.89,355.0,5426.0,5.0,12,1,2020-04-18,1
5641,1370.98,71.0,84.0,2.0,3,1,2020-04-18,1
5642,13500.13,617.0,12.0,1.0,6,1,2020-04-18,1
4688,1760.18,180.0,0.0,0.0,2,0,2020-04-19,1
4693,39320.95,2259.0,1784.0,17.0,9,4,2020-04-19,1
4726,3703.63,106.0,0.0,0.0,3,0,2020-04-19,1
4735,32883.56,807.0,2980.0,14.0,7,2,2020-04-19,1
4749,7547.16,597.0,544.0,8.0,2,2,2020-04-19,1
4793,20059.17,1077.0,228.0,6.0,8,1,2020-04-19,1
4800,16043.9,564.0,152.0,2.0,6,1,2020-04-19,1
4884,45602.1,1907.0,3008.0,20.0,17,4,2020-04-19,1
4918,1835.91,34.0,0.0,0.0,2,0,2020-04-19,1
5077,27266.61,530.0,1360.0,10.0,7,2,2020-04-19,1
5101,62743.59,2386.0,7542.0,33.0,14,6,2020-04-19,1
5105,18614.91,1330.0,450.0,4.0,7,0,2020-04-19,1
5120,8388.9,135.0,236.0,4.0,1,1,2020-04-19,1
5134,36841.99,288.0,1804.0,14.0,12,5,2020-04-19,1
5140,29608.3,765.0,1836.0,20.0,11,4,2020-04-19,1
5235,31086.4,1826.0,542.0,13.0,12,4,2020-04-19,1
5248,12679.09,253.0,30.0,1.0,4,1,2020-04-19,1
5264,11255.85,240.0,596.0,6.0,4,1,2020-04-19,1
5265,24767.11,1421.0,1660.0,21.0,6,4,2020-04-19,1
5266,2577.41,46.0,0.0,0.0,1,0,2020-04-19,1
5294,20048.94,629.0,108.0,6.0,4,2,2020-04-19,1
5329,21531.53,826.0,948.0,12.0,10,3,2020-04-19,1
5331,15814.36,352.0,2480.0,16.0,1,1,2020-04-19,1
5335,18700.3,332.0,24.0,2.0,16,1,2020-04-19,1
5344,64037.88,3841.0,5960.0,26.0,12,4,2020-04-19,1
5347,2711.47,33.0,1236.0,2.0,1,1,2020-04-19,1
5349,7074.13,254.0,120.0,4.0,3,1,2020-04-19,1
5350,34566.17,1844.0,958.0,23.0,9,6,2020-04-19,1
5351,19221.94,454.0,0.0,0.0,3,0,2020-04-19,1
5352,80861.43,2206.0,9014.0,36.0,11,6,2020-04-19,1
5357,7117.57,134.0,888.0,5.0,2,1,2020-04-19,1
5358,7119.9,252.0,5972.0,2.0,4,1,2020-04-19,1
5360,12662.96,885.0,2504.0,6.0,2,1,2020-04-19,1
5366,291.64,18.0,0.0,0.0,2,0,2020-04-19,1
5546,937.06,49.0,0.0,0.0,2,0,2020-04-19,1
5547,2696.46,115.0,0.0,0.0,1,0,2020-04-19,1
5636,1797.0,28.0,144.0,2.0,1,0,2020-04-19,1
5637,20450.56,602.0,724.0,18.0,7,2,2020-04-19,1
5639,12950.47,556.0,24.0,2.0,6,1,2020-04-19,1
5640,23824.21,294.0,132.0,6.0,8,3,2020-04-19,1
5641,2623.35,26.0,344.0,1.0,3,1,2020-04-19,1
5642,11505.85,505.0,1602.0,7.0,5,3,2020-04-19,1
4693,35546.6,1797.0,1402.0,16.0,8,3,2020-04-20,1
4735,47900.57,1133.0,2516.0,16.0,10,2,2020-04-20,1
4749,6446.7,469.0,508.0,8.0,2,2,2020-04-20,1
4793,23773.34,1168.0,1256.0,14.0,8,3,2020-04-20,1
4800,3169.7,141.0,24.0,2.0,3,1,2020-04-20,1
4884,35660.56,1351.0,576.0,11.0,12,4,2020-04-20,1
5077,25490.28,447.0,1150.0,11.0,6,3,2020-04-20,1
5101,46465.47,1694.0,2342.0,20.0,9,4,2020-04-20,1
5105,26105.83,2016.0,548.0,14.0,8,2,2020-04-20,1
5134,44977.77,466.0,3360.0,20.0,12,4,2020-04-20,1
5140,30006.32,711.0,1744.0,20.0,11,4,2020-04-20,1
5235,22419.36,1055.0,740.0,10.0,10,3,2020-04-20,1
5248,23848.34,544.0,544.0,8.0,4,3,2020-04-20,1
5264,9113.73,243.0,656.0,10.0,3,1,2020-04-20,1
5265,27834.0,1623.0,4024.0,30.0,4,4,2020-04-20,1
5294,20984.97,696.0,2924.0,18.0,4,4,2020-04-20,1
5329,17524.01,707.0,156.0,5.0,9,2,2020-04-20,1
5331,21686.22,530.0,5464.0,16.0,1,1,2020-04-20,1
5335,16448.03,386.0,1190.0,5.0,8,1,2020-04-20,1
5344,57941.69,3101.0,2304.0,32.0,7,2,2020-04-20,1
5347,2792.05,35.0,3184.0,2.0,1,1,2020-04-20,1
5349,10638.28,319.0,456.0,6.0,4,1,2020-04-20,1
5350,28645.33,1078.0,1536.0,21.0,8,3,2020-04-20,1
5352,60153.91,1583.0,3324.0,23.0,9,5,2020-04-20,1
5356,3479.25,27.0,162.0,2.0,1,1,2020-04-20,1
5357,6319.86,120.0,24.0,2.0,1,1,2020-04-20,1
5358,8296.79,250.0,976.0,8.0,4,1,2020-04-20,1
5360,10076.74,619.0,18700.0,4.0,1,1,2020-04-20,1
5546,1759.55,58.0,180.0,2.0,2,1,2020-04-20,1
5637,33065.21,721.0,2504.0,28.0,6,2,2020-04-20,1
5640,20737.15,298.0,66.0,3.0,8,2,2020-04-20,1
5641,5864.65,62.0,1124.0,4.0,2,1,2020-04-20,1
5642,11688.47,474.0,4648.0,6.0,6,2,2020-04-20,1
4688,1685.41,162.0,0.0,0.0,2,0,2020-04-20,1
4726,1088.68,31.0,0.0,0.0,1,0,2020-04-20,1
4918,2000.97,36.0,0.0,0.0,2,0,2020-04-20,1
5366,717.62,6.0,0.0,0.0,2,0,2020-04-20,1
5547,1751.25,84.0,0.0,0.0,1,0,2020-04-20,1
5636,415.43,4.0,0.0,0.0,1,0,2020-04-20,1
5639,8507.63,330.0,144.0,2.0,4,0,2020-04-20,1
4688,1082.43,119.0,0.0,0.0,2,0,2020-04-21,1
4693,25491.53,1202.0,488.0,8.0,11,2,2020-04-21,1
4726,5659.47,217.0,12.0,1.0,5,1,2020-04-21,1
4735,46724.73,962.0,1418.0,17.0,10,3,2020-04-21,1
4749,2673.12,199.0,320.0,2.0,2,2,2020-04-21,1
4793,18754.75,752.0,368.0,6.0,12,2,2020-04-21,1
4800,4381.94,194.0,24.0,2.0,2,1,2020-04-21,1
4884,27306.52,1259.0,542.0,12.0,8,4,2020-04-21,1
4918,165.06,2.0,0.0,0.0,1,0,2020-04-21,1
5077,17160.35,223.0,230.0,3.0,9,2,2020-04-21,1
5101,26472.43,1064.0,464.0,11.0,6,3,2020-04-21,1
5105,16761.43,1198.0,260.0,10.0,9,2,2020-04-21,1
5134,28489.53,373.0,1406.0,14.0,13,2,2020-04-21,1
5140,17299.23,341.0,122.0,2.0,14,2,2020-04-21,1
5235,10661.43,499.0,400.0,4.0,5,1,2020-04-21,1
5248,40093.54,1144.0,2620.0,22.0,4,2,2020-04-21,1
5264,8680.5,247.0,816.0,6.0,3,1,2020-04-21,1
5265,22812.51,1092.0,1228.0,24.0,4,3,2020-04-21,1
5294,46803.12,1206.0,6124.0,27.0,8,6,2020-04-21,1
5329,8999.12,301.0,412.0,10.0,8,2,2020-04-21,1
5331,25269.49,641.0,3868.0,10.0,1,1,2020-04-21,1
5335,9805.31,237.0,0.0,0.0,8,0,2020-04-21,1
5344,35636.81,1897.0,1218.0,22.0,9,3,2020-04-21,1
5347,1495.24,22.0,0.0,0.0,1,0,2020-04-21,1
5349,5659.47,133.0,610.0,2.0,4,0,2020-04-21,1
5350,26416.0,1064.0,2028.0,16.0,6,3,2020-04-21,1
5351,6088.89,93.0,42.0,2.0,3,2,2020-04-21,1
5352,26876.25,666.0,584.0,6.0,7,1,2020-04-21,1
5356,6958.5,60.0,1240.0,4.0,1,1,2020-04-21,1
5357,3369.66,92.0,0.0,0.0,4,0,2020-04-21,1
5358,8999.6,251.0,220.0,4.0,4,1,2020-04-21,1
5360,23919.1,932.0,1170.0,12.0,6,2,2020-04-21,1
5366,609.8,5.0,0.0,0.0,2,0,2020-04-21,1
5546,1052.98,23.0,176.0,1.0,1,1,2020-04-21,1
5547,1337.06,63.0,0.0,0.0,1,0,2020-04-21,1
5636,653.7,4.0,0.0,0.0,1,0,2020-04-21,1
5637,21685.01,474.0,2604.0,6.0,8,2,2020-04-21,1
5639,3546.69,156.0,0.0,0.0,4,0,2020-04-21,1
5640,5704.98,102.0,24.0,2.0,4,1,2020-04-21,1
5641,6790.42,89.0,4604.0,4.0,2,2,2020-04-21,1
5642,7283.01,211.0,48.0,4.0,4,1,2020-04-21,1
4688,239.38,41.0,0.0,0.0,1,0,2020-04-22,1
4693,25260.73,1187.0,692.0,12.0,11,2,2020-04-22,1
4726,21513.13,988.0,870.0,11.0,10,3,2020-04-22,1
4735,28310.43,555.0,766.0,7.0,5,2,2020-04-22,1
4793,14656.03,456.0,252.0,5.0,12,2,2020-04-22,1
4800,2713.33,113.0,0.0,0.0,2,0,2020-04-22,1
4884,11230.59,586.0,144.0,4.0,6,1,2020-04-22,1
5077,10336.99,164.0,0.0,0.0,7,0,2020-04-22,1
5101,12876.1,558.0,144.0,9.0,3,2,2020-04-22,1
5105,5484.33,155.0,24.0,2.0,6,1,2020-04-22,1
5134,15314.33,177.0,180.0,4.0,9,1,2020-04-22,1
5140,14094.7,266.0,12.0,1.0,13,0,2020-04-22,1
5235,3898.71,190.0,656.0,4.0,1,1,2020-04-22,1
5248,35134.38,1059.0,6484.0,26.0,4,1,2020-04-22,1
5264,6958.5,158.0,0.0,0.0,2,0,2020-04-22,1
5265,9477.46,339.0,728.0,12.0,3,2,2020-04-22,1
5266,7624.11,93.0,256.0,2.0,3,1,2020-04-22,1
5286,19417.48,210.0,42.0,1.0,3,1,2020-04-22,1
5294,64292.92,1424.0,3890.0,26.0,11,4,2020-04-22,1
5329,7722.54,187.0,158.0,2.0,8,1,2020-04-22,1
5331,43293.97,961.0,566.0,15.0,6,2,2020-04-22,1
5335,5288.36,50.0,0.0,0.0,9,0,2020-04-22,1
5344,28508.19,1596.0,1744.0,13.0,11,3,2020-04-22,1
5347,667.66,10.0,0.0,0.0,1,0,2020-04-22,1
5349,349.42,1.0,0.0,0.0,1,0,2020-04-22,1
5350,16699.29,693.0,158.0,5.0,7,2,2020-04-22,1
5351,16280.69,318.0,628.0,8.0,3,2,2020-04-22,1
5352,24771.17,582.0,476.0,13.0,5,2,2020-04-22,1
5356,3479.25,33.0,0.0,0.0,1,0,2020-04-22,1
5357,13512.64,436.0,66.0,3.0,7,2,2020-04-22,1
5358,8567.09,261.0,120.0,2.0,3,1,2020-04-22,1
5360,34967.48,1150.0,4188.0,14.0,6,3,2020-04-22,1
5546,4627.87,108.0,0.0,0.0,3,0,2020-04-22,1
5547,12964.62,705.0,48.0,4.0,4,2,2020-04-22,1
5636,396.73,2.0,0.0,0.0,1,0,2020-04-22,1
5637,5039.48,102.0,68.0,1.0,4,1,2020-04-22,1
5639,464.03,19.0,0.0,0.0,2,0,2020-04-22,1
5640,5373.56,42.0,12.0,1.0,9,1,2020-04-22,1
5641,7543.39,150.0,2352.0,2.0,7,2,2020-04-22,1
5642,3237.58,79.0,2202.0,8.0,4,3,2020-04-22,1
5717,6489.05,198.0,0.0,0.0,5,0,2020-04-22,1
5719,2738.42,31.0,80.0,1.0,3,1,2020-04-22,1
4688,630.7,67.0,0.0,0.0,2,0,2020-04-23,1
4693,20955.39,753.0,342.0,8.0,10,4,2020-04-23,1
4726,20538.55,1036.0,1150.0,11.0,9,3,2020-04-23,1
4735,24308.86,397.0,1662.0,5.0,5,1,2020-04-23,1
4793,17250.58,523.0,520.0,10.0,11,3,2020-04-23,1
4884,16105.67,585.0,460.0,8.0,6,1,2020-04-23,1
5077,6411.97,137.0,634.0,1.0,5,0,2020-04-23,1
5101,7840.95,387.0,96.0,4.0,2,2,2020-04-23,1
5105,3087.46,66.0,12.0,1.0,4,1,2020-04-23,1
5134,12100.31,128.0,60.0,2.0,7,0,2020-04-23,1
5140,12799.37,257.0,0.0,0.0,12,0,2020-04-23,1
5235,1087.81,39.0,0.0,0.0,2,0,2020-04-23,1
5248,12031.29,294.0,36.0,3.0,5,1,2020-04-23,1
5264,9788.68,127.0,356.0,2.0,1,1,2020-04-23,1
5265,581.95,27.0,0.0,0.0,2,0,2020-04-23,1
5266,18129.4,243.0,732.0,6.0,3,1,2020-04-23,1
5286,22330.1,258.0,42.0,1.0,4,1,2020-04-23,1
5294,34859.81,721.0,4466.0,12.0,9,4,2020-04-23,1
5329,15602.73,474.0,84.0,2.0,7,0,2020-04-23,1
5331,64422.73,1015.0,2564.0,22.0,6,3,2020-04-23,1
5335,3476.61,9.0,0.0,0.0,8,0,2020-04-23,1
5344,18914.96,1009.0,162.0,5.0,8,2,2020-04-23,1
5347,233.44,4.0,0.0,0.0,1,0,2020-04-23,1
5349,341.43,5.0,120.0,2.0,1,1,2020-04-23,1
5350,17149.41,546.0,982.0,9.0,6,2,2020-04-23,1
5351,15837.85,320.0,132.0,6.0,2,1,2020-04-23,1
5352,26708.28,515.0,2440.0,14.0,7,2,2020-04-23,1
5357,16912.68,596.0,804.0,14.0,5,2,2020-04-23,1
5358,9584.31,404.0,96.0,4.0,7,1,2020-04-23,1
5360,35548.87,1283.0,1240.0,16.0,6,2,2020-04-23,1
5546,5950.18,141.0,0.0,0.0,4,0,2020-04-23,1
5547,17290.66,1070.0,676.0,10.0,3,2,2020-04-23,1
5637,2139.82,29.0,0.0,0.0,3,0,2020-04-23,1
5639,587.8,3.0,0.0,0.0,1,0,2020-04-23,1
5640,5473.35,19.0,0.0,0.0,6,0,2020-04-23,1
5641,5567.45,211.0,536.0,2.0,5,1,2020-04-23,1
5642,1101.67,26.0,2800.0,4.0,3,2,2020-04-23,1
5717,14772.97,487.0,12.0,1.0,9,1,2020-04-23,1
5718,4927.32,214.0,42.0,1.0,3,1,2020-04-23,1
5719,16025.2,396.0,848.0,8.0,6,4,2020-04-23,1
5720,350.41,0.0,0.0,0.0,1,0,2020-04-23,1
4688,494.68,48.0,0.0,0.0,2,0,2020-04-24,1
4693,19325.43,577.0,374.0,8.0,10,4,2020-04-24,1
4726,6750.84,324.0,208.0,3.0,8,1,2020-04-24,1
4735,14310.22,182.0,84.0,4.0,4,2,2020-04-24,1
4793,15895.28,433.0,1012.0,10.0,13,4,2020-04-24,1
4884,13137.95,377.0,54.0,3.0,9,1,2020-04-24,1
5077,9803.15,119.0,426.0,1.0,4,1,2020-04-24,1
5120,3823.93,54.0,0.0,0.0,5,0,2020-04-24,1
5134,10680.09,118.0,0.0,0.0,5,0,2020-04-24,1
5140,4037.92,81.0,0.0,0.0,7,0,2020-04-24,1
5231,2053.52,28.0,0.0,0.0,5,0,2020-04-24,1
5235,5190.44,176.0,30.0,1.0,6,1,2020-04-24,1
5248,10626.75,148.0,0.0,0.0,6,0,2020-04-24,1
5264,8168.05,111.0,648.0,4.0,1,1,2020-04-24,1
5266,10505.29,150.0,214.0,3.0,3,1,2020-04-24,1
5286,8640.59,90.0,0.0,0.0,4,0,2020-04-24,1
5294,16960.77,431.0,316.0,5.0,6,2,2020-04-24,1
5329,14203.31,431.0,294.0,1.0,7,0,2020-04-24,1
5331,48204.08,707.0,2404.0,22.0,6,4,2020-04-24,1
5335,9807.62,166.0,0.0,0.0,10,0,2020-04-24,1
5344,13477.98,738.0,524.0,8.0,3,2,2020-04-24,1
5349,284.85,6.0,120.0,2.0,1,1,2020-04-24,1
5350,18111.26,640.0,1132.0,10.0,5,2,2020-04-24,1
5351,5646.05,95.0,0.0,0.0,1,0,2020-04-24,1
5352,32426.64,551.0,686.0,9.0,8,2,2020-04-24,1
5356,837.96,2.0,0.0,0.0,2,0,2020-04-24,1
5357,18542.96,520.0,376.0,6.0,11,3,2020-04-24,1
5358,7000.52,328.0,0.0,0.0,5,0,2020-04-24,1
5360,35428.85,1342.0,5424.0,26.0,9,3,2020-04-24,1
5546,3705.53,135.0,0.0,0.0,2,0,2020-04-24,1
5547,6734.37,412.0,0.0,0.0,5,0,2020-04-24,1
5637,2136.48,35.0,0.0,0.0,4,0,2020-04-24,1
5639,3569.53,50.0,0.0,0.0,5,0,2020-04-24,1
5640,2710.19,17.0,24.0,2.0,4,0,2020-04-24,1
5641,1059.13,105.0,0.0,0.0,1,0,2020-04-24,1
5642,597.32,6.0,0.0,0.0,2,0,2020-04-24,1
5717,17523.78,526.0,164.0,4.0,14,3,2020-04-24,1
5718,9649.09,487.0,84.0,2.0,5,1,2020-04-24,1
5719,24260.17,602.0,1480.0,8.0,11,6,2020-04-24,1
5720,6443.98,90.0,0.0,0.0,3,0,2020-04-24,1
5721,1629.51,51.0,0.0,0.0,2,0,2020-04-24,1
4693,17668.55,571.0,1554.0,11.0,8,3,2020-04-25,1
4726,15234.78,647.0,30.0,1.0,13,1,2020-04-25,1
4735,2053.63,46.0,12.0,1.0,2,1,2020-04-25,1
4793,15278.62,405.0,3262.0,9.0,13,2,2020-04-25,1
4884,12043.68,315.0,3828.0,2.0,5,0,2020-04-25,1
4918,3478.79,29.0,298.0,2.0,3,2,2020-04-25,1
5077,19517.91,284.0,2428.0,13.0,4,1,2020-04-25,1
5120,7164.19,107.0,36.0,3.0,5,0,2020-04-25,1
5134,8802.17,118.0,0.0,0.0,4,0,2020-04-25,1
5140,189.52,2.0,0.0,0.0,1,0,2020-04-25,1
5231,10956.87,216.0,156.0,5.0,10,2,2020-04-25,1
5235,13418.78,518.0,228.0,8.0,7,1,2020-04-25,1
5248,12513.78,247.0,256.0,4.0,6,1,2020-04-25,1
5264,1858.62,33.0,0.0,0.0,1,0,2020-04-25,1
5286,15436.71,144.0,12.0,1.0,6,1,2020-04-25,1
5294,35172.12,1413.0,980.0,18.0,9,4,2020-04-25,1
5329,7670.26,228.0,1760.0,8.0,5,1,2020-04-25,1
5331,25880.84,527.0,442.0,11.0,5,4,2020-04-25,1
5335,17890.67,317.0,24.0,2.0,10,0,2020-04-25,1
5344,9998.73,546.0,158.0,2.0,5,2,2020-04-25,1
5349,121.92,1.0,0.0,0.0,1,0,2020-04-25,1
5350,11214.4,462.0,1096.0,8.0,5,1,2020-04-25,1
5352,38823.78,829.0,2510.0,24.0,5,3,2020-04-25,1
5356,2035.21,10.0,0.0,0.0,2,0,2020-04-25,1
5357,21447.3,600.0,532.0,12.0,11,2,2020-04-25,1
5358,1756.8,65.0,0.0,0.0,3,0,2020-04-25,1
5360,41026.52,1300.0,1860.0,18.0,8,4,2020-04-25,1
5546,2383.22,102.0,0.0,0.0,2,0,2020-04-25,1
5547,9542.86,348.0,12.0,1.0,6,1,2020-04-25,1
5637,1790.26,18.0,0.0,0.0,6,0,2020-04-25,1
5639,4612.56,142.0,120.0,2.0,4,1,2020-04-25,1
5640,5796.09,41.0,24.0,2.0,9,1,2020-04-25,1
5641,4993.23,160.0,0.0,0.0,7,0,2020-04-25,1
5642,507.18,7.0,0.0,0.0,2,0,2020-04-25,1
5717,36335.61,1902.0,912.0,18.0,16,5,2020-04-25,1
5718,10357.71,960.0,24.0,2.0,4,0,2020-04-25,1
5719,14141.86,386.0,580.0,4.0,8,2,2020-04-25,1
5720,9366.06,181.0,0.0,0.0,3,0,2020-04-25,1
5721,14659.78,637.0,280.0,6.0,5,1,2020-04-25,1
4688,145.84,28.0,0.0,0.0,1,0,2020-04-26,1
4693,18152.4,616.0,1608.0,12.0,7,3,2020-04-26,1
4726,17760.37,929.0,376.0,5.0,10,1,2020-04-26,1
4735,466.53,10.0,0.0,0.0,1,0,2020-04-26,1
4793,20690.23,594.0,9604.0,18.0,8,4,2020-04-26,1
4884,15911.67,554.0,278.0,3.0,6,1,2020-04-26,1
4918,6205.7,51.0,596.0,4.0,3,2,2020-04-26,1
5077,11266.39,227.0,384.0,6.0,2,1,2020-04-26,1
5101,5283.02,285.0,42.0,1.0,1,1,2020-04-26,1
5120,3532.18,64.0,0.0,0.0,4,0,2020-04-26,1
5134,7656.07,100.0,0.0,0.0,4,0,2020-04-26,1
5140,207.88,6.0,0.0,0.0,1,0,2020-04-26,1
5231,21295.29,380.0,240.0,10.0,10,3,2020-04-26,1
5235,13557.23,550.0,960.0,11.0,6,1,2020-04-26,1
5248,6686.84,165.0,158.0,3.0,2,1,2020-04-26,1
5286,14563.11,211.0,280.0,4.0,3,1,2020-04-26,1
5294,35309.29,1586.0,1064.0,20.0,7,5,2020-04-26,1
5329,9663.43,523.0,6504.0,8.0,3,1,2020-04-26,1
5331,23152.73,508.0,876.0,4.0,3,1,2020-04-26,1
5335,11428.36,221.0,0.0,0.0,7,0,2020-04-26,1
5344,10143.4,436.0,168.0,6.0,2,1,2020-04-26,1
5350,11640.39,569.0,2234.0,17.0,3,3,2020-04-26,1
5352,34083.02,1011.0,2136.0,19.0,4,3,2020-04-26,1
5356,1197.25,8.0,0.0,0.0,1,0,2020-04-26,1
5357,12382.46,514.0,204.0,7.0,7,2,2020-04-26,1
5358,833.06,11.0,0.0,0.0,2,0,2020-04-26,1
5360,46761.15,1260.0,424.0,12.0,7,3,2020-04-26,1
5547,16369.24,752.0,252.0,8.0,5,2,2020-04-26,1
5637,1329.81,5.0,0.0,0.0,6,0,2020-04-26,1
5639,2669.65,150.0,204.0,2.0,4,1,2020-04-26,1
5640,12702.47,187.0,12.0,1.0,11,1,2020-04-26,1
5641,10462.97,314.0,0.0,0.0,7,0,2020-04-26,1
5642,396.67,7.0,0.0,0.0,2,0,2020-04-26,1
5717,40657.31,2192.0,1598.0,18.0,13,5,2020-04-26,1
5718,13519.64,1281.0,1120.0,12.0,5,1,2020-04-26,1
5719,3168.47,149.0,0.0,0.0,5,0,2020-04-26,1
5720,3272.49,91.0,0.0,0.0,3,0,2020-04-26,1
5721,18896.17,921.0,24.0,2.0,5,1,2020-04-26,1
4688,841.14,79.0,0.0,0.0,1,0,2020-04-27,1
4693,17540.54,868.0,592.0,12.0,6,1,2020-04-27,1
4726,8067.09,465.0,0.0,0.0,11,0,2020-04-27,1
4735,518.76,11.0,0.0,0.0,1,0,2020-04-27,1
4793,12534.56,383.0,4348.0,18.0,8,4,2020-04-27,1
4884,16228.13,654.0,1956.0,7.0,3,2,2020-04-27,1
4918,5411.62,50.0,0.0,0.0,3,0,2020-04-27,1
5077,3042.83,105.0,0.0,0.0,1,0,2020-04-27,1
5101,5465.35,304.0,84.0,2.0,1,1,2020-04-27,1
5120,4248.8,70.0,0.0,0.0,2,0,2020-04-27,1
5134,8565.69,131.0,0.0,0.0,5,0,2020-04-27,1
5140,207.88,6.0,0.0,0.0,1,0,2020-04-27,1
5231,17598.83,288.0,1012.0,8.0,10,2,2020-04-27,1
5235,17928.33,990.0,1182.0,5.0,4,1,2020-04-27,1
5286,9708.74,233.0,376.0,2.0,1,1,2020-04-27,1
5294,16512.39,744.0,536.0,4.0,6,2,2020-04-27,1
5329,10388.95,593.0,108.0,6.0,2,1,2020-04-27,1
5331,25082.15,603.0,1484.0,14.0,3,2,2020-04-27,1
5335,5803.38,132.0,0.0,0.0,5,0,2020-04-27,1
5344,10143.4,468.0,24.0,2.0,2,1,2020-04-27,1
5350,15192.67,723.0,19340.0,18.0,3,3,2020-04-27,1
5352,27124.52,934.0,1288.0,16.0,2,2,2020-04-27,1
5357,6175.62,420.0,448.0,10.0,2,2,2020-04-27,1
5358,1191.98,15.0,0.0,0.0,2,0,2020-04-27,1
5360,46408.68,1253.0,1140.0,18.0,7,4,2020-04-27,1
5547,14584.35,798.0,1188.0,12.0,5,2,2020-04-27,1
5637,373.58,1.0,0.0,0.0,1,0,2020-04-27,1
5639,2209.9,84.0,0.0,0.0,2,0,2020-04-27,1
5640,15821.75,228.0,84.0,4.0,11,1,2020-04-27,1
5641,6786.64,190.0,12.0,1.0,4,0,2020-04-27,1
5642,266.76,5.0,0.0,0.0,1,0,2020-04-27,1
5717,24465.33,981.0,508.0,14.0,11,4,2020-04-27,1
5718,11609.33,1163.0,5240.0,14.0,4,2,2020-04-27,1
5721,5865.9,335.0,0.0,0.0,5,0,2020-04-27,1
4688,695.3,51.0,0.0,0.0,1,0,2020-04-28,1
4691,9838.08,900.0,60.0,1.0,4,1,2020-04-28,1
4693,8799.31,569.0,334.0,3.0,6,1,2020-04-28,1
4726,9485.9,379.0,60.0,5.0,12,2,2020-04-28,1
4735,596.96,7.0,0.0,0.0,1,0,2020-04-28,1
4793,12122.29,381.0,108.0,3.0,10,1,2020-04-28,1
4884,9112.26,346.0,5304.0,7.0,6,2,2020-04-28,1
4918,4138.94,47.0,24.0,2.0,3,1,2020-04-28,1
5077,13571.51,368.0,30.0,1.0,8,1,2020-04-28,1
5101,8492.43,363.0,0.0,0.0,6,0,2020-04-28,1
5120,4056.88,59.0,0.0,0.0,2,0,2020-04-28,1
5134,7685.64,132.0,98.0,1.0,4,0,2020-04-28,1
5140,3932.96,110.0,12.0,1.0,4,1,2020-04-28,1
5223,3753.26,254.0,0.0,0.0,4,0,2020-04-28,1
5231,7995.2,162.0,250.0,2.0,7,2,2020-04-28,1
5235,18164.99,1064.0,12.0,1.0,8,1,2020-04-28,1
5248,10437.75,281.0,0.0,0.0,3,0,2020-04-28,1
5249,7484.43,143.0,110.0,1.0,4,1,2020-04-28,1
5286,6428.49,143.0,0.0,0.0,4,0,2020-04-28,1
5294,12160.17,541.0,506.0,3.0,9,1,2020-04-28,1
5329,5094.02,253.0,30.0,1.0,2,1,2020-04-28,1
