,ad_account_id,game_id,channel_id,source_id,budget_mode,create_time,optimization_goal,time_series,bid_strategy,bid_amount,daily_budget,expand_enabled,expand_targeting,device_price,app_install_status,gender,game_consumption_level,age,network_type,deep_conversion_type,deep_conversion_behavior_spec,deep_conversion_worth_spec,intention_targeting_tags,interest_category_id_list,interest_keyword_list,behavior_category_id_list,behavior_intensity,behavior_keyword_list,behavior_scene,behavior_time_window,conversion_behavior_list,excluded_dimension,location_types,regions,image_id,deep_link_url,adcreative_template_id,page_spec,page_type,site_set,label,promoted_object_id,promoted_object_type,automatic_site_enabled,link_name_type,link_page_type,profile_id,link_page_spec,adcreative_elements,label_ids,tdate,amount,new_role_money,roi,pay_rate
48,8819,1001379,21206,982459,0,2021-09-21 08:43:33,OPTIMIZATIONGOAL_APP_PURCHASE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_TARGET_COST,87142,0,False,[],,,['MALE'],,"[{'min': 24, 'max': 66}]",,,,,,,,,,,,,,,,,37278,,1480,"{'override_canvas_head_option': 'OPTION_CREATIVE_OVERRIDE_CANVAS', 'page_id': '2230311524'}",PAGE_TYPE_CANVAS_WECHAT,['SITE_SET_MOMENTS'],,1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,DOWNLOAD_APP,LINK_PAGE_TYPE_CANVAS_WECHAT,508460,"{""page_id"":""2230311524""}","{'short_video_struct': {'short_video1': 107089}, 'title': '智商149卡在了39关，这款游戏太烧脑，你能过几关？'}",20,2021-09-22 00:00:00,5016.09,178.0,0.035486,0.0119
49,8821,1001379,21206,982739,0,2021-09-21 09:07:15,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,9249,0,False,[],"['PRICE_1500_2500', 'PRICE_2500_3500', 'PRICE_3500_4500', 'PRICE_4500_MORE']",['NOT_INSTALLED'],['MALE'],,"[{'min': 22, 'max': 49}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.024}",[205],"[51, 85, 102, 160, 161, 814, 205]",,"[14, 51, 85, 102, 160, 161, 1087, 1656, 817, 818, 19, 1104, 205]",['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,38257,,721,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",,1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 112042, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 112042, 'button_text': '下载游戏', 'title': '无限关卡，休闲好玩又刺激', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-22 00:00:00,20341.85,532.0,0.026153,0.0135
50,8609,1001757,21357,982879,0,2021-09-21 09:30:33,OPTIMIZATIONGOAL_APP_ACTIVATE,111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000000000001111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111,BID_STRATEGY_TARGET_COST,8629,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 20, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,38663,,720,{'page_id': 5241722},PAGE_TYPE_TSA_APP,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],2000000066,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 114134, 'bottom_text': '你牛你来试试！', 'description': '这游戏谁设计的，蹲厕所玩了两小时，腿都麻了！', 'video': 114134, 'button_text': '立即试玩', 'title': '无限关卡游戏，休闲不伤脑。', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-25 00:00:00,797.32,60.0,0.075252,0.2
51,8609,1001757,21357,982883,0,2021-09-21 09:30:33,OPTIMIZATIONGOAL_APP_ACTIVATE,111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000000000001111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111,BID_STRATEGY_TARGET_COST,8986,0,False,[],,['NOT_INSTALLED'],,,"[{'min': 20, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,37796,,720,{'page_id': 5241722},PAGE_TYPE_TSA_APP,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],2000000066,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 109591, 'bottom_text': '你牛你来试试！', 'description': '这游戏谁设计的，蹲厕所玩了两小时，腿都麻了！', 'video': 109591, 'button_text': '立即试玩', 'title': '无限关卡游戏，休闲不伤脑。', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-23 00:00:00,465.99,68.0,0.145926,0.3333
52,7061,1001379,21212,983353,0,2021-09-21 14:04:15,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8536,0,False,[],,,['MALE'],"['HIGH', 'NORMAL']","[{'min': 24, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.024}",,,,,,,,,,,,,38835,,721,{'page_id': 4578915},PAGE_TYPE_TSA_APP,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 114735, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 114735, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又过瘾', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 64789}}",20,2021-09-22 00:00:00,690.12,894.0,1.295427,1.0
53,7061,1001379,21212,983362,0,2021-09-21 14:04:15,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8827,0,False,[],,,['MALE'],"['HIGH', 'NORMAL']","[{'min': 24, 'max': 66}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.024}",,,,,,,,,,,,,38652,,721,{'page_id': 4578915},PAGE_TYPE_TSA_APP,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 114042, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 114042, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又过瘾', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 64789}}",20,2021-09-22 00:00:00,3791.68,80.0,0.021099,0.05
54,8857,1001379,21206,983686,0,2021-09-22 08:44:22,OPTIMIZATIONGOAL_FIRST_PURCHASE,000000000000000011111111111111111111111111111111000000000000000011111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111000000000000000011111111111111111111111111111111000000000000000011111111111111111111111111111111000000000000000011111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,314190,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 48}]",,,,,,,,,,,,,,,,,34896,,1480,"{'override_canvas_head_option': 'OPTION_CREATIVE_OVERRIDE_CANVAS', 'page_id': '2230311524'}",PAGE_TYPE_CANVAS_WECHAT,['SITE_SET_MOMENTS'],,1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,DOWNLOAD_APP,LINK_PAGE_TYPE_CANVAS_WECHAT,519248,"{""page_id"":""2230311524""}","{'short_video_struct': {'short_video1': 97538}, 'title': '这游戏终于出了，朋友圈都玩疯了！'}",20,2021-09-22 00:00:00,8450.9,536.0,0.063425,0.016
55,8845,1001379,21206,983731,0,2021-09-22 08:48:18,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8924,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 22, 'max': 52}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.024}",,,,,,,,,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,38326,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 112449, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 112449, 'button_text': '下载游戏', 'title': '无限关卡，休闲好玩又刺激', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-23 00:00:00,4471.07,98.0,0.021919,0.0303
56,7981,1001379,21206,983758,0,2021-09-22 08:49:13,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,9476,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 21, 'max': 51}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.024}",,,,,,,,,,,,,35789,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']","['丧尸', '美女', '僵尸', '卡牌', '策略', '放置', '回合', '手游', 'LOL', '塔防', '三国', '生存', '射击', '网游', '游戏', '手游大全', '阴阳师', '吃鸡', '小姐姐', '红警']",1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 105620, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 105620, 'button_text': '立即下载', 'title': '超魔性小游戏，试试你能闯几关', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 65514}}",20,2021-09-22 00:00:00,1382.69,208.0,0.150431,0.1111
57,8843,1001379,21206,983776,0,2021-09-22 08:51:15,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,9812,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 22, 'max': 46}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.02}",,,,,,,,,,,,,38157,,1480,"{'override_canvas_head_option': 'OPTION_CREATIVE_OVERRIDE_CANVAS', 'page_id': '2230311524'}",PAGE_TYPE_CANVAS_WECHAT,['SITE_SET_MOMENTS'],,1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,DOWNLOAD_GAME,LINK_PAGE_TYPE_CANVAS_WECHAT,508603,"{""page_id"":""2230311524""}","{'short_video_struct': {'short_video1': 111499}, 'title': '只用一根手指，没有wifi也能玩一天！'}",20,2021-09-22 00:00:00,2019.82,140.0,0.069313,0.0909
58,8735,1001379,21206,983785,0,2021-09-22 08:51:15,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,7616,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 22, 'max': 48}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,35305,,721,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 99149, 'description': '这游戏谁设计的，上厕所玩，腿都麻了！', 'video': 99149, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-22 00:00:00,329.9,244.0,0.739618,1.0
59,8840,1001379,21206,983805,0,2021-09-22 08:52:14,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8888,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 22, 'max': 54}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.018}",,,,,,,,,,,,,35166,,721,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 105032, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 105032, 'button_text': '立即试玩', 'title': '休闲又解压，玩一天都不腻', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-22 00:00:00,4762.93,140.0,0.029394,0.0556
60,8735,1001379,21206,983885,0,2021-09-22 08:58:33,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8888,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 22, 'max': 48}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.018}",,,,,,,,,,,,,35381,,721,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 99464, 'description': '闯关+逃生，没WiFi也能玩一天，试试你能过几关？', 'video': 99464, 'button_text': '立即试玩', 'title': '解谜逃生，你能过几关？', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-22 00:00:00,409.65,238.0,0.580984,0.3333
61,8830,1001379,21206,983952,0,2021-09-22 09:04:33,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,7681,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 21, 'max': 51}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,37791,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']","['丧尸', '美女', '僵尸', '卡牌', '策略', '回合', '手游', 'LOL', '塔防', '三国', '生存', '射击', '网游', '游戏', '手游大全', '阴阳师', '吃鸡', '小姐姐', '红警', '放置']",1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 109556, 'description': '闯关逃生，智商170卡在35关，能过66关智商超200！', 'video': 109556, 'button_text': '立即下载', 'title': '策略小游戏，试试你能闯几关?', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-22 00:00:00,7705.08,276.0,0.035821,0.01
62,8860,1001379,21206,984073,0,2021-09-22 09:14:32,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8888,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 22, 'max': 49}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.018}",,,,,,,,,,,,,38353,,721,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 112585, 'description': '智商149卡在了39关，这款游戏太烧脑，你能过几关？', 'video': 112585, 'button_text': '立即试玩', 'title': '休闲又解压，玩一天都不腻', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-22 00:00:00,261.04,384.0,1.471039,0.5
63,8037,1001379,21206,984079,0,2021-09-22 09:14:33,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,9969,0,False,[],,['NOT_INSTALLED'],['MALE'],,"[{'min': 24, 'max': 48}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,38545,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']","['末日', '末世', '丧尸', '幸存', '美女', '长腿', '小姨子', '女忧', '豪车', '科技', '5G', '科普', '历史', '玄幻', '翻修', '游戏', '手游', '生化', '美胸', 'SM']",1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 113441, 'description': '不烧钱只烧脑，智商135挂在49关，一起来试试吧！', 'video': 113441, 'button_text': '立即下载', 'title': '末日小游戏，一根手指玩一天！', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 65514}}",20,2021-09-23 00:00:00,7871.16,188.0,0.023885,0.0172
64,7982,1001379,21206,984095,0,2021-09-22 09:18:14,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8447,0,False,[],,['NOT_INSTALLED'],['MALE'],"['HIGH', 'NORMAL']","[{'min': 20, 'max': 48}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.024}",,,,,,,,,['OPTIMIZATIONGOAL_APP_DOWNLOAD'],EXCLUDED_DIMENSION_APP,,,38396,,720,,PAGE_TYPE_DEFAULT,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],1111059412,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 113497, 'description': '超魔性策略小游戏，试试你能闯几关', 'video': 113497, 'button_text': '立即下载', 'title': '无限游戏，休闲好玩又刺激', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 71531}}",20,2021-09-23 00:00:00,1132.74,170.0,0.150079,0.2
65,8261,1001757,21380,984269,0,2021-09-22 09:49:13,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8558,0,False,[],,,,,,,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,,,,37843,,720,{'page_id': 5180601},PAGE_TYPE_TSA_APP,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],2000000066,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 110035, 'description': '闯关+逃生，没WiFi也能玩一天，试试你能过几关？', 'video': 110035, 'button_text': '立即下载', 'label': [{'content': '角色卡牌类'}, {'content': '末日生存'}, {'content': '高策略手游'}], 'title': '听说过了这关的人智商160~', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 64789}}",20,2021-09-22 00:00:00,2702.7,178.0,0.06586,0.125
66,8260,1001757,21380,984295,0,2021-09-22 10:00:22,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,9242,0,False,[],,['NOT_INSTALLED'],,"['HIGH', 'NORMAL']","[{'min': 20, 'max': 48}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,,,,,,,EXCLUDED_DIMENSION_APP,,,36766,,720,{'page_id': 5180638},PAGE_TYPE_TSA_APP,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO', 'SITE_SET_MOBILE_UNION']",[],2000000066,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 104935, 'description': '不花钱只烧脑，智商120挂在第49关，能过50关的都不简单~', 'video': 104935, 'button_text': '下载游戏', 'label': [{'content': '角色卡牌类'}, {'content': '末日生存'}, {'content': '高策略手游'}], 'title': '处处是陷阱，求生全靠智商~', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 64789}}",20,2021-09-23 00:00:00,7688.98,1232.0,0.160229,0.0429
67,8613,1001757,21380,984403,0,2021-09-22 10:10:15,OPTIMIZATIONGOAL_APP_ACTIVATE,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,BID_STRATEGY_AVERAGE_COST,8086,0,False,[],"['PRICE_4500_MORE', 'PRICE_3500_4500', 'PRICE_2500_3500']",['NOT_INSTALLED'],,,"[{'min': 20, 'max': 48}]",,DEEP_CONVERSION_WORTH,,"{'goal': 'GOAL_1DAY_PURCHASE_ROAS', 'expected_roi': 0.022}",,,,"[111, 14, 51, 85, 102, 809, 519, 524, 522, 812, 526, 1653, 1654, 161, 1087, 1656, 1661, 1091, 814, 815, 816, 817, 818, 205]",['BEHAVIOR_INTEREST_INTENSITY_ALL'],,['BEHAVIOR_INTEREST_SCENE_ALL'],BEHAVIOR_INTEREST_TIME_WINDOW_SEVEN_DAY,,EXCLUDED_DIMENSION_APP,,,38254,,720,{'page_id': 5232451},PAGE_TYPE_TSA_APP,"['SITE_SET_QQ_MUSIC_GAME', 'SITE_SET_KANDIAN', 'SITE_SET_TENCENT_NEWS', 'SITE_SET_TENCENT_VIDEO']",[],2000000066,PROMOTED_OBJECT_TYPE_APP_ANDROID,False,,,,,"{'image': 112027, 'description': '策略冒险，求生自救，能过50关是大神~', 'video': 112027, 'button_text': '立即下载', 'label': [{'content': '休闲类'}, {'content': '末日生存'}, {'content': '高策略手游'}], 'title': '处处是陷阱，求生全靠智商~', 'brand': {'brand_name': '幸存者挑战', 'brand_img': 64797}}",20,2021-09-22 00:00:00,2702.7,274.0,0.10138,0.0556
