ad_account_id,image_id,game_id,platform,android_osv,ios_osv,budget,ad_keywords,title_list,third_industry_id,inventory_type,retargeting_tags_include,retargeting_tags_exclude,delivery_range,city,location_type,gender,age,ac,launch_price,auto_extend_enabled,hide_if_exists,hide_if_converted,schedule_time,flow_control_mode,interest_action_mode,action_scene,action_days,action_categories,interest_categories,deep_bid_type,roi_goal,smart_bid_type,adjust_cpa,cpa_bid,attribute,convertIndex,web_url,plan_auto_task_id,op_id,district,flag
6987,38985,1001703,[ANDROID],NONE,NONE,3300.0,"['丧尸', '美女', '僵尸', '卡牌', '策略', '回合', '手游', 'LOL', '塔防', '三国', '生存', '射击', '网游', '游戏', '手游大全', '阴阳师', '吃鸡', '小姐姐', '红警', '放置']","[{'title': '这才叫末日，SSS级特效，开局送5星SSR，装备全靠打！', 'creative_word_ids': []}]",19131501,[],[],"[341029460, 341029326]",DEFAULT,[],CURRENT,GENDER_MALE,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']",[],[],0,0,APP,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,FLOW_CONTROL_MODE_FAST,UNLIMITED,,,,[],BID_PER_ACTION,,SMART_BID_CUSTOM,0.0,771,"[13765, 13765, 12453, 13765]",13,https://www.chengzijianzhan.com/tetris/page/7044279938891825160/,"11002,10998,12098",13268,CITY,录屏
6987,38978,1001703,[ANDROID],NONE,NONE,3300.0,"['丧尸', '美女', '僵尸', '卡牌', '策略', '回合', '手游', 'LOL', '塔防', '三国', '生存', '射击', '网游', '游戏', '手游大全', '阴阳师', '吃鸡', '小姐姐', '红警', '放置']","[{'title': '这才叫末日，SSS级特效，开局送5星SSR，装备全靠打！', 'creative_word_ids': []}]",19131501,[],[],"[341029460, 341029326]",DEFAULT,[],CURRENT,GENDER_MALE,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']",[],[],0,0,APP,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,FLOW_CONTROL_MODE_FAST,UNLIMITED,,,,[],BID_PER_ACTION,,SMART_BID_CUSTOM,0.0,795,"[13765, 13765, 13765, 13765]",13,https://www.chengzijianzhan.com/tetris/page/7044279938891825160/,"11002,10998,12098",13268,CITY,录屏
6987,39120,1001703,[ANDROID],NONE,NONE,3300.0,"['丧尸', '美女', '僵尸', '卡牌', '策略', '回合', '手游', 'LOL', '塔防', '三国', '生存', '射击', '网游', '游戏', '手游大全', '阴阳师', '吃鸡', '小姐姐', '红警', '放置']","[{'title': '这才叫末日，SSS级特效，开局送5星SSR，装备全靠打！', 'creative_word_ids': []}]",19131501,[],[],"[341029460, 341029326]",DEFAULT,[],CURRENT,GENDER_MALE,"['AGE_BETWEEN_24_30', 'AGE_BETWEEN_31_40', 'AGE_BETWEEN_41_49']",[],[],0,0,APP,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,FLOW_CONTROL_MODE_FAST,UNLIMITED,,,,[],BID_PER_ACTION,,SMART_BID_CUSTOM,0.0,798,"[13765, 13765, 13765, 12453]",13,https://www.chengzijianzhan.com/tetris/page/7044279938891825160/,"11002,10998,12098",13268,CITY,录屏
