ad_account_id_7,ad_amount_7,ad_create_role_num_7,ad_new_role_money_7,ad_pay_role_user_num_7,ad_source_num_7,ad_valid_source_num_7,model_run_datetime_7,data_win_7
4688,13538.27,375,336,16,2,0,2020/1/4,7
4691,24820.47,152,37650,19,12,2,2020/1/4,7
4693,11288.06,95,514,3,11,1,2020/1/4,7
4726,26338.89,1149,6602,41,6,2,2020/1/4,7
4800,106514.35,5877,55380,268,26,9,2020/1/4,7
4884,12566.99,299,0,0,12,0,2020/1/4,7
5101,76290.87,4293,42756,186,16,10,2020/1/4,7
5102,4035.78,32,180,3,5,0,2020/1/4,7
5105,73247.78,1977,49608,123,16,9,2020/1/4,7
5110,3771.82,43,552,3,7,0,2020/1/4,7
5120,3399.18,22,0,0,8,0,2020/1/4,7
5136,4376.53,28,84,2,4,1,2020/1/4,7
5138,6174.42,117,60,2,6,0,2020/1/4,7
5235,43652.03,1588,5298,52,17,6,2020/1/4,7
5344,54054.09,2133,3908,41,29,6,2020/1/4,7
5347,20581.73,227,13866,8,16,2,2020/1/4,7
5348,5182.08,31,1148,6,4,2,2020/1/4,7
5350,45220.35,1742,8008,81,21,6,2020/1/4,7
5351,12150.02,186,840,8,13,1,2020/1/4,7
4688,11901.64,405,2000,16,2,1,2020/1/5,7
4691,20021.73,134,37606,22,9,2,2020/1/5,7
4693,1492.05,1,0,0,5,0,2020/1/5,7
4726,24602.46,755,5896,36,9,2,2020/1/5,7
4800,124666.03,6740,68586,346,29,13,2020/1/5,7
4884,17095.28,399,510,7,13,3,2020/1/5,7
5101,85589.92,4949,54868,251,19,11,2020/1/5,7
5102,4035.78,32,180,3,5,0,2020/1/5,7
5105,61823.77,1638,31872,96,13,8,2020/1/5,7
5110,4352.9,37,42,1,10,1,2020/1/5,7
5120,5991.47,59,0,0,8,0,2020/1/5,7
5136,3552.19,22,0,0,4,0,2020/1/5,7
5138,6174.42,117,60,2,6,0,2020/1/5,7
5235,46839.94,1615,7760,95,15,6,2020/1/5,7
5344,53939.01,2031,4036,32,30,7,2020/1/5,7
5347,22890.06,239,13830,9,19,3,2020/1/5,7
5348,2977.25,17,434,2,4,1,2020/1/5,7
5350,45455.57,1701,4224,55,23,6,2020/1/5,7
5351,19411.75,292,1700,12,14,2,2020/1/5,7
4688,8681.24,376,2304,16,2,1,2020/1/6,7
4691,14382.22,91,1254,14,9,2,2020/1/6,7
4726,21784.93,584,636,15,8,1,2020/1/6,7
4800,139312.64,7481,66792,346,27,15,2020/1/6,7
4884,26907.84,758,7160,42,9,3,2020/1/6,7
5101,113495.25,6095,86234,422,18,11,2020/1/6,7
5102,1337.5,11,120,2,3,0,2020/1/6,7
5105,43540.74,1267,5544,48,7,5,2020/1/6,7
5110,6153.02,49,440,6,9,1,2020/1/6,7
5120,7061.26,100,0,0,8,0,2020/1/6,7
5136,3552.19,22,0,0,4,0,2020/1/6,7
5138,6174.42,117,60,2,6,0,2020/1/6,7
5235,57707.38,1962,15066,169,11,8,2020/1/6,7
5344,53107.08,1960,7894,36,30,8,2020/1/6,7
5347,22992.34,222,21940,9,17,2,2020/1/6,7
5350,44344.69,1610,3600,46,22,6,2020/1/6,7
5351,25158.01,415,1994,20,14,2,2020/1/6,7
4688,6773.36,304,8764,28,2,1,2020/1/7,7
4691,15135.66,116,1226,14,11,2,2020/1/7,7
4692,6244.93,180,0,0,5,0,2020/1/7,7
4726,16003.28,235,400,8,7,1,2020/1/7,7
4800,124294.72,6031,65024,320,27,13,2020/1/7,7
4884,30970.96,867,16344,80,9,3,2020/1/7,7
5101,126092.73,6630,109666,532,22,11,2020/1/7,7
5102,1066.8,9,0,0,3,0,2020/1/7,7
5105,14177.31,469,1604,15,4,2,2020/1/7,7
5110,9395.93,65,1146,15,13,1,2020/1/7,7
5120,7061.26,100,0,0,8,0,2020/1/7,7
5136,3398.91,21,0,0,3,0,2020/1/7,7
5138,8825.8,261,60,2,9,0,2020/1/7,7
5235,71534.82,2404,31010,240,11,9,2020/1/7,7
5344,50635.51,1823,11436,36,27,7,2020/1/7,7
5345,822.53,7,0,0,4,0,2020/1/7,7
5347,23500.96,209,22324,14,22,2,2020/1/7,7
5350,47342.13,1538,3722,47,22,5,2020/1/7,7
5351,33284.66,488,2798,27,22,3,2020/1/7,7
4688,6105.9,284,7920,24,2,1,2020/1/8,7
4691,25180.16,225,2434,18,11,2,2020/1/8,7
4692,14529.04,534,300,8,5,1,2020/1/8,7
4726,12866.93,172,0,0,6,0,2020/1/8,7
4800,104798.29,4943,36300,222,22,12,2020/1/8,7
4884,41655.06,1092,27322,112,13,5,2020/1/8,7
5101,119351.11,5978,134700,516,21,11,2020/1/8,7
5105,13744.16,341,30,1,8,0,2020/1/8,7
5110,13160.65,87,3768,24,11,1,2020/1/8,7
5120,7061.26,100,0,0,8,0,2020/1/8,7
5136,3398.91,21,0,0,3,0,2020/1/8,7
5138,18581.32,573,198,10,14,3,2020/1/8,7
5235,77548.4,2517,38450,256,14,10,2020/1/8,7
5344,51040.32,1884,12340,38,30,6,2020/1/8,7
5345,6050.23,25,0,0,10,0,2020/1/8,7
5347,21448.78,191,18738,9,29,2,2020/1/8,7
5348,1262.69,6,0,0,3,0,2020/1/8,7
5350,39604.65,1240,3246,35,18,4,2020/1/8,7
5351,43718.07,581,6994,49,27,5,2020/1/8,7
4688,5683.32,266,6600,20,2,1,2020/1/9,7
4691,27726.76,330,5570,37,7,2,2020/1/9,7
4692,31695.39,1315,5126,32,9,2,2020/1/9,7
4726,11098.6,87,0,0,5,0,2020/1/9,7
4800,100263.03,4346,38954,196,23,11,2020/1/9,7
4884,48109.54,1277,55648,148,13,5,2020/1/9,7
5101,118811.5,5760,123378,440,22,12,2020/1/9,7
5105,27897.35,622,526,4,11,2,2020/1/9,7
5110,20015.33,138,5578,36,10,2,2020/1/9,7
5120,7061.26,100,0,0,8,0,2020/1/9,7
5136,3398.91,21,0,0,3,0,2020/1/9,7
5138,25402.77,649,652,18,19,3,2020/1/9,7
5235,79799.28,2584,38694,234,14,10,2020/1/9,7
5344,47286.88,1923,14642,35,33,6,2020/1/9,7
5345,8063.68,41,0,0,11,0,2020/1/9,7
5347,26734.79,257,578,5,34,1,2020/1/9,7
5348,3658.8,11,0,0,5,0,2020/1/9,7
5350,34096.7,1057,2576,37,17,2,2020/1/9,7
5351,52640.26,688,9700,57,31,6,2020/1/9,7
5352,2905.71,25,0,0,4,0,2020/1/9,7
4688,4024.72,182,5280,16,2,1,2020/1/10,7
4691,40958.8,419,10152,62,13,3,2020/1/10,7
4692,44461.35,2095,11476,72,10,4,2020/1/10,7
4726,11098.6,87,0,0,5,0,2020/1/10,7
4800,91820.12,3754,40022,138,24,11,2020/1/10,7
4884,62062.44,1761,81088,180,14,6,2020/1/10,7
5101,110918.9,5023,100696,340,21,13,2020/1/10,7
5105,36375.61,739,3678,18,14,3,2020/1/10,7
5110,24793.68,185,14566,51,10,2,2020/1/10,7
5120,7061.26,100,0,0,8,0,2020/1/10,7
5136,1926.72,13,0,0,3,0,2020/1/10,7
5138,31874.28,735,1260,26,24,3,2020/1/10,7
5235,66193.12,2128,32728,178,13,8,2020/1/10,7
5344,60750.1,2492,16322,38,35,7,2020/1/10,7
5345,11531.96,75,54,3,12,1,2020/1/10,7
5347,34145.67,327,762,9,40,2,2020/1/10,7
5348,3658.8,11,0,0,5,0,2020/1/10,7
5349,3876.54,8,0,0,5,0,2020/1/10,7
5350,28596.7,829,2358,35,14,2,2020/1/10,7
5351,53323.67,643,13536,70,36,5,2020/1/10,7
5352,8412.92,47,0,0,10,0,2020/1/10,7
4688,3555.02,164,3960,12,2,1,2020/1/11,7
4691,48812.72,499,22384,72,13,3,2020/1/11,7
4692,61718.61,3397,22940,106,15,6,2020/1/11,7
4726,11098.6,87,0,0,5,0,2020/1/11,7
4800,88544.63,3555,35752,116,28,11,2020/1/11,7
4884,63495.9,1991,110128,205,14,6,2020/1/11,7
5101,104153.04,4301,66234,239,24,13,2020/1/11,7
5105,46979.31,923,20620,37,13,5,2020/1/11,7
5110,33110.96,253,20492,68,10,2,2020/1/11,7
5120,5663.67,97,0,0,5,0,2020/1/11,7
5138,36675.9,795,1708,34,24,3,2020/1/11,7
5235,58679.99,1889,28078,140,13,8,2020/1/11,7
5266,2004.46,59,0,0,5,0,2020/1/11,7
5344,59378.92,2245,18512,42,38,6,2020/1/11,7
5345,14330.56,88,84,4,12,1,2020/1/11,7
5347,40214.44,365,792,9,43,2,2020/1/11,7
5348,3658.8,11,0,0,5,0,2020/1/11,7
5349,5989.88,14,60,2,7,1,2020/1/11,7
5350,27977.39,783,3464,44,15,2,2020/1/11,7
5351,54826.31,634,15010,82,40,6,2020/1/11,7
5352,10702.95,73,0,0,12,0,2020/1/11,7
4688,3149.28,151,2640,8,2,1,2020/1/12,7
4691,55364.45,542,24790,100,16,4,2020/1/12,7
4692,73265.7,3952,39852,156,15,8,2020/1/12,7
4726,11098.6,87,0,0,5,0,2020/1/12,7
4800,85172.06,3360,44102,110,30,11,2020/1/12,7
4884,68809.51,2222,125932,206,15,7,2020/1/12,7
5101,110312.25,4354,52728,211,28,16,2020/1/12,7
5105,52025.31,1057,52030,71,13,5,2020/1/12,7
5110,38834.79,306,49332,96,13,2,2020/1/12,7
5120,3662.08,78,0,0,2,0,2020/1/12,7
5138,37568.43,813,1798,35,24,3,2020/1/12,7
5235,56375.52,1812,21876,116,14,7,2020/1/12,7
5266,5070.48,217,244,2,5,1,2020/1/12,7
5344,55153.03,2003,23028,41,35,5,2020/1/12,7
5345,15858.27,102,630,10,12,1,2020/1/12,7
5347,36460.94,347,2222,11,41,2,2020/1/12,7
5348,3658.8,11,0,0,5,0,2020/1/12,7
5349,6825.57,16,132,2,7,1,2020/1/12,7
5350,25387.28,692,4248,49,12,2,2020/1/12,7
5351,59015.42,702,16712,85,40,6,2020/1/12,7
5352,13494.18,107,126,3,14,1,2020/1/12,7
4688,1284.92,71,976,3,2,1,2020/1/13,7
4691,60188.54,576,28224,107,16,4,2020/1/13,7
4692,87626.05,4394,62622,234,15,10,2020/1/13,7
4726,7120.75,72,0,0,5,0,2020/1/13,7
4800,73332.28,2602,40030,110,29,10,2020/1/13,7
4884,76629.69,2460,86626,192,13,9,2020/1/13,7
5101,109432.2,4053,26974,182,27,15,2020/1/13,7
5105,55732.08,1140,70592,123,13,6,2020/1/13,7
5110,42947.46,352,68562,111,10,3,2020/1/13,7
5120,1069.79,41,0,0,1,0,2020/1/13,7
5138,37568.43,813,1934,35,24,3,2020/1/13,7
5235,45303.72,1405,13776,74,13,7,2020/1/13,7
5266,8567.71,390,438,9,5,1,2020/1/13,7
5344,51948.36,1931,4762,29,33,4,2020/1/13,7
5345,19957.79,142,872,18,12,1,2020/1/13,7
5347,32907.5,317,2724,10,40,1,2020/1/13,7
5348,3658.8,11,0,0,5,0,2020/1/13,7
5349,6825.57,16,132,2,7,1,2020/1/13,7
5350,19881.35,581,4700,32,11,2,2020/1/13,7
5351,53255.25,615,24360,80,38,6,2020/1/13,7
5352,19275.52,155,716,14,14,1,2020/1/13,7
4688,293.36,10,0,0,1,0,2020/1/14,7
4691,63156.14,624,29598,124,16,4,2020/1/14,7
4692,107549.44,5132,86176,354,17,11,2020/1/14,7
4726,2036.46,36,0,0,3,0,2020/1/14,7
4800,51209.68,1514,38242,95,21,5,2020/1/14,7
4884,76025.98,3019,111620,202,9,7,2020/1/14,7
5101,85850.52,2994,13534,171,22,13,2020/1/14,7
5105,59160.19,1239,95576,143,13,6,2020/1/14,7
5110,43687.16,361,89622,118,11,3,2020/1/14,7
5138,37568.43,813,3242,37,24,3,2020/1/14,7
5235,30151.01,845,4410,42,10,6,2020/1/14,7
5265,2884.19,272,42,1,2,1,2020/1/14,7
5266,11431.08,633,824,20,5,1,2020/1/14,7
5344,46424.12,1772,1630,23,31,2,2020/1/14,7
5345,24933.11,170,1224,23,13,2,2020/1/14,7
5347,30967.58,309,2748,12,36,1,2020/1/14,7
5348,3658.8,11,0,0,5,0,2020/1/14,7
5349,6825.57,16,132,2,7,1,2020/1/14,7
5350,14124.2,415,1292,13,10,1,2020/1/14,7
5351,53367.64,581,31966,88,37,7,2020/1/14,7
5352,23139.37,208,1350,27,14,2,2020/1/14,7
4688,293.36,10,0,0,1,0,2020/1/15,7
4691,65117.6,622,32714,126,21,4,2020/1/15,7
4692,150458.66,6968,126304,540,20,12,2020/1/15,7
4726,675.26,14,0,0,2,0,2020/1/15,7
4800,51453.34,1579,28088,112,24,6,2020/1/15,7
4884,79839.05,3539,117118,248,9,7,2020/1/15,7
5101,88624.8,3062,22244,248,18,11,2020/1/15,7
5105,64793.1,1400,119866,180,15,6,2020/1/15,7
5110,46376.92,368,95882,120,13,3,2020/1/15,7
5138,49353.83,789,5722,30,32,5,2020/1/15,7
5235,16323.57,403,500,18,8,2,2020/1/15,7
5248,913.69,4,0,0,2,0,2020/1/15,7
5249,1647.99,5,0,0,2,0,2020/1/15,7
5250,2771.69,18,30,1,7,1,2020/1/15,7
5251,1787.4,7,0,0,6,0,2020/1/15,7
5264,4470.34,16,0,0,10,0,2020/1/15,7
5265,9041.46,1287,132,6,8,1,2020/1/15,7
5266,13081.72,745,1628,29,5,1,2020/1/15,7
5344,43430.45,1546,2356,30,26,2,2020/1/15,7
5345,33598.4,224,1900,35,14,2,2020/1/15,7
5347,30294.38,303,3314,16,30,2,2020/1/15,7
5348,3658.8,11,0,0,5,0,2020/1/15,7
5349,6825.57,16,412,2,7,1,2020/1/15,7
5350,5232.58,151,12,1,6,0,2020/1/15,7
5351,59059.61,687,32270,77,38,9,2020/1/15,7
5352,26685.4,235,3436,36,14,2,2020/1/15,7
4688,137.03,9,0,0,1,0,2020/1/16,7
4691,62483.87,561,24630,97,22,5,2020/1/16,7
4692,185302.91,8374,170814,835,21,13,2020/1/16,7
4800,64141.85,2100,31440,125,30,8,2020/1/16,7
4884,77266.05,3959,111616,242,7,7,2020/1/16,7
5101,94037.07,3375,36882,343,21,10,2020/1/16,7
5105,65534.21,1564,133976,205,16,7,2020/1/16,7
5110,52462.14,386,88536,106,19,3,2020/1/16,7
5138,52405.25,701,6774,20,33,5,2020/1/16,7
5235,10309.99,290,246,12,5,1,2020/1/16,7
5248,2426.38,7,0,0,5,0,2020/1/16,7
5249,10058.74,77,24,2,10,0,2020/1/16,7
5250,3190.29,21,30,1,7,1,2020/1/16,7
5251,3019.08,14,0,0,6,0,2020/1/16,7
5264,9205.63,42,328,8,13,2,2020/1/16,7
5265,12439.54,1568,372,10,14,2,2020/1/16,7
5266,14159.54,805,1980,37,5,1,2020/1/16,7
5344,37429.12,1262,2684,40,20,2,2020/1/16,7
5345,42234.66,321,5288,54,5,4,2020/1/16,7
5347,29963.17,286,4102,18,23,2,2020/1/16,7
5348,2396.11,5,0,0,4,0,2020/1/16,7
5349,6825.57,16,472,2,7,1,2020/1/16,7
5350,5232.58,151,12,1,6,0,2020/1/16,7
5351,58227.72,702,34776,58,41,8,2020/1/16,7
5352,31842.25,265,4692,44,23,3,2020/1/16,7
4687,752.51,3,0,0,2,0,2020/1/17,7
4688,45587.8,1655,3930,25,10,4,2020/1/17,7
4691,71853.94,523,34096,83,20,6,2020/1/17,7
4692,196500.35,8687,234014,1048,20,12,2020/1/17,7
4800,65362.61,2244,15512,117,35,8,2020/1/17,7
4884,81740.35,4374,131092,249,12,7,2020/1/17,7
5101,101635.71,3720,63550,400,24,10,2020/1/17,7
5105,93309.33,2523,26808,195,21,10,2020/1/17,7
5110,47548.58,341,72220,72,23,3,2020/1/17,7
5134,15198.7,228,30,1,4,1,2020/1/17,7
5138,50195.97,662,5316,28,27,6,2020/1/17,7
5235,6462.36,183,204,11,2,1,2020/1/17,7
5248,3338.45,10,0,0,8,0,2020/1/17,7
5249,12054.58,80,292,7,13,2,2020/1/17,7
5250,3190.29,21,30,1,7,1,2020/1/17,7
5251,3019.08,14,0,0,6,0,2020/1/17,7
5264,15254.86,104,1374,20,16,2,2020/1/17,7
5265,14262.64,1598,1450,22,15,3,2020/1/17,7
5266,14159.54,805,2676,53,5,1,2020/1/17,7
5344,39103.62,1261,3188,52,21,3,2020/1/17,7
5345,52465.57,387,13624,73,6,4,2020/1/17,7
5347,21811.08,173,3754,14,19,2,2020/1/17,7
5349,6825.57,16,472,2,7,1,2020/1/17,7
5350,5232.58,151,12,1,6,0,2020/1/17,7
5351,61145.05,712,31426,53,43,10,2020/1/17,7
5352,30517.57,247,4752,49,20,3,2020/1/17,7
4687,1089.48,7,256,2,2,0,2020/1/18,7
4688,140063.25,5836,23676,182,10,6,2020/1/18,7
4691,71681.93,512,32948,80,20,5,2020/1/18,7
4692,241082.77,9989,343256,1610,29,10,2020/1/18,7
4800,71645.27,2541,19998,124,34,12,2020/1/18,7
4884,82527.84,4526,192284,234,16,7,2020/1/18,7
5101,102600.81,3865,75996,436,26,9,2020/1/18,7
5105,111555.05,3215,31596,201,19,11,2020/1/18,7
5110,42770.23,294,34360,52,23,3,2020/1/18,7
5134,37111.66,567,9038,17,4,2,2020/1/18,7
5138,45511.64,563,3028,30,22,5,2020/1/18,7
5235,6462.36,183,880,14,2,1,2020/1/18,7
5248,5571.73,16,220,2,10,1,2020/1/18,7
5249,17671.42,120,420,9,21,3,2020/1/18,7
5250,3190.29,21,30,1,7,1,2020/1/18,7
5251,3019.08,14,0,0,6,0,2020/1/18,7
5264,19163.47,154,2458,25,17,2,2020/1/18,7
5265,20240.73,1966,3294,32,21,4,2020/1/18,7
5266,14159.54,805,3744,57,5,1,2020/1/18,7
5344,27289.76,749,2614,47,21,3,2020/1/18,7
5345,49492.59,368,21174,91,5,4,2020/1/18,7
5347,20317.84,144,1652,6,13,1,2020/1/18,7
5349,2949.03,8,236,1,7,1,2020/1/18,7
5350,5232.58,151,12,1,6,0,2020/1/18,7
5351,63495.68,774,71514,87,38,9,2020/1/18,7
5352,30580.54,277,4956,47,20,4,2020/1/18,7
4687,9085.22,59,1218,5,4,1,2020/1/19,7
4688,200092.41,8566,60382,437,11,7,2020/1/19,7
4691,77212.92,525,40082,92,18,5,2020/1/19,7
4692,265814.21,10414,399092,1907,27,11,2020/1/19,7
4800,81725.57,3031,19628,132,34,13,2020/1/19,7
4884,93551.53,4821,194036,247,20,9,2020/1/19,7
5101,116733.57,4680,80840,445,30,12,2020/1/19,7
5105,122553.89,3966,40648,234,18,11,2020/1/19,7
5110,34452.95,226,8182,24,23,3,2020/1/19,7
5134,52932.01,856,27714,46,8,5,2020/1/19,7
5138,44823.17,534,3352,31,20,5,2020/1/19,7
5235,6462.36,183,880,14,2,1,2020/1/19,7
5248,14015.62,52,2200,8,18,3,2020/1/19,7
5249,25006.66,188,2772,13,23,3,2020/1/19,7
5250,3190.29,21,30,1,7,1,2020/1/19,7
5251,3019.08,14,0,0,6,0,2020/1/19,7
5264,19883.7,157,3802,29,18,2,2020/1/19,7
5265,23742.84,2079,5426,45,22,4,2020/1/19,7
5266,12155.08,746,3078,41,5,1,2020/1/19,7
5344,32536.89,989,2794,45,20,4,2020/1/19,7
5345,46693.99,355,24460,93,5,4,2020/1/19,7
5347,18429.7,131,652,3,10,1,2020/1/19,7
5349,835.69,2,0,0,2,0,2020/1/19,7
5350,2198.24,78,0,0,1,0,2020/1/19,7
5351,80818.9,958,94960,153,40,11,2020/1/19,7
5352,32273.11,291,6542,39,18,4,2020/1/19,7
4003,41164.52,94,60,2,2,1,2020/1/20,7
4687,19681.28,85,1994,7,8,2,2020/1/20,7
4688,448511.54,11690,116406,846,17,9,2020/1/20,7
4691,91509.95,632,39992,99,23,6,2020/1/20,7
4692,316818.03,12171,565024,2129,26,10,2020/1/20,7
4728,5507.21,194,128,1,6,1,2020/1/20,7
4800,89689.61,3234,23874,164,41,13,2020/1/20,7
4884,108657.59,5286,72982,242,24,11,2020/1/20,7
5101,125111.91,5218,88398,434,33,15,2020/1/20,7
5105,170016.83,5880,66300,330,18,11,2020/1/20,7
5110,28729.12,173,3414,10,22,2,2020/1/20,7
5134,89145,1474,53438,91,10,7,2020/1/20,7
5138,44694.55,526,3460,35,19,5,2020/1/20,7
5235,4808.3,138,72,6,2,1,2020/1/20,7
5248,16744.46,67,3792,12,18,3,2020/1/20,7
5249,30685.49,250,12308,27,23,4,2020/1/20,7
5250,4771.16,27,30,1,12,1,2020/1/20,7
5251,3019.08,14,0,0,6,0,2020/1/20,7
5264,19883.7,157,3922,33,18,2,2020/1/20,7
5265,27969.94,2207,11500,58,22,4,2020/1/20,7
5266,11933.15,648,1888,24,10,2,2020/1/20,7
5344,31426.82,954,2712,46,18,4,2020/1/20,7
5345,48844.64,359,31828,89,7,4,2020/1/20,7
5347,19194.68,129,652,3,7,1,2020/1/20,7
5349,55358.16,665,654,9,7,3,2020/1/20,7
5350,1046.57,40,0,0,1,0,2020/1/20,7
5351,90786.04,1078,91854,200,42,10,2020/1/20,7
5352,33672.01,308,4300,27,18,4,2020/1/20,7
4003,49191.36,667,276,9,6,2,2020/1/21,7
4687,24451.75,119,3510,12,8,2,2020/1/21,7
4688,500736.41,14065,254600,1281,18,9,2020/1/21,7
4691,113309.78,792,62918,141,25,6,2020/1/21,7
4692,327686.43,12705,651988,2225,24,11,2020/1/21,7
4728,10844.08,779,680,2,6,1,2020/1/21,7
4800,91546.14,3225,26048,188,41,13,2020/1/21,7
4884,114091.21,5623,60200,224,28,10,2020/1/21,7
5101,138502.66,5688,84820,381,36,16,2020/1/21,7
5105,179680.14,6522,88268,397,17,10,2020/1/21,7
5110,23471.74,124,102,3,22,1,2020/1/21,7
5134,126239.38,2322,121148,193,11,8,2020/1/21,7
5138,47830.29,565,3472,36,20,6,2020/1/21,7
5235,1813.25,57,24,2,1,1,2020/1/21,7
5248,18738.65,80,4668,15,19,3,2020/1/21,7
5249,35462.11,295,21728,41,23,4,2020/1/21,7
5250,4771.16,27,30,1,12,1,2020/1/21,7
5251,3019.08,14,0,0,6,0,2020/1/21,7
5264,21681.66,176,3970,37,19,2,2020/1/21,7
5265,32137.06,2406,16996,67,22,4,2020/1/21,7
5266,9703.96,507,1200,12,9,2,2020/1/21,7
5344,32493.45,1024,2090,30,17,4,2020/1/21,7
5345,51011.09,336,33490,96,9,3,2020/1/21,7
5347,20805.7,127,880,3,7,1,2020/1/21,7
5349,103127.84,1440,4242,48,12,5,2020/1/21,7
5351,95549.06,1146,171514,249,42,10,2020/1/21,7
5352,32153.54,301,2826,22,18,4,2020/1/21,7
4003,54736.29,1110,1164,19,6,2,2020/1/22,7
4687,24451.75,119,11144,15,8,2,2020/1/22,7
4688,576967.56,17275,442230,1845,21,12,2020/1/22,7
4691,131050.89,953,65332,174,23,6,2020/1/22,7
4692,340723.73,13232,672482,2359,26,13,2020/1/22,7
4728,19416.59,1570,1620,4,11,2,2020/1/22,7
4800,121731.44,3949,45190,280,41,13,2020/1/22,7
4884,113502.4,5313,52786,226,31,12,2020/1/22,7
5101,139766.41,5720,87946,404,36,15,2020/1/22,7
5105,189731.79,7042,112740,490,16,10,2020/1/22,7
5110,35577.39,221,882,9,21,3,2020/1/22,7
5134,183415.76,3415,177056,335,11,8,2020/1/22,7
5138,54651.62,664,4440,37,22,6,2020/1/22,7
5248,21011.84,86,5446,17,21,3,2020/1/22,7
5249,40129.44,365,33878,73,23,5,2020/1/22,7
5250,4771.16,27,30,1,12,1,2020/1/22,7
5251,3019.08,14,0,0,6,0,2020/1/22,7
5264,24158.3,207,5042,43,21,3,2020/1/22,7
5265,30492.63,2170,20072,77,23,4,2020/1/22,7
5266,8507.15,302,850,10,6,1,2020/1/22,7
5344,32391.69,1044,2120,30,16,4,2020/1/22,7
5345,59917.61,442,28898,81,11,5,2020/1/22,7
5347,20601.55,124,1602,3,6,1,2020/1/22,7
5349,114322.71,1645,11938,76,16,5,2020/1/22,7
5351,92194.06,1067,163280,229,45,9,2020/1/22,7
5352,30105.72,271,1850,17,18,3,2020/1/22,7
5357,1939,107,12,1,3,1,2020/1/22,7
4003,66630.94,2161,1714,32,9,3,2020/1/23,7
4687,24451.75,119,15610,17,8,2,2020/1/23,7
4688,697344.15,21439,705056,2537,22,13,2020/1/23,7
4691,147544.23,1158,41918,236,21,7,2020/1/23,7
4692,321579.29,12579,528112,2077,24,14,2020/1/23,7
4728,24827.09,2049,3084,22,11,3,2020/1/23,7
4800,142133.94,4482,82426,399,40,12,2020/1/23,7
