,image_id,image_name,media_id,label_ids,image_launch_time,image_source_total_num,image_run_date_amount,image_create_role_pay_num,image_create_role_num,image_create_role_pay_sum,image_source_num,image_create_role_pay_rate,image_create_role_cost,image_create_role_pay_cost,image_valid_source_num,image_valid_source_rate,image_pay_sum_ability,image_pay_num_ability,image_create_role_roi,image_create_role_retain_1d,model_run_datetime,data_win
164,28638,SSR2201-横版（3D混剪）,16,19,2021-01-07,1,717.03,1.0,4.0,30.0,1,0.25,179.2575,717.03,1.0,1.0,30.0,1.0,0.041839,,2021-01-08,3
