image_id,image_name,image_run_date_amount,image_create_role_pay_num,image_create_role_num,image_create_role_pay_sum,image_source_num,image_create_role_pay_rate,image_create_role_cost,image_create_role_pay_cost,image_valid_source_num,image_valid_source_rate,image_pay_sum_ability,image_pay_num_ability,image_create_role_roi,image_create_role_retain_1d,model_run_datetime,data_win,score,image_launch_time,image_source_total_num,media_id,label_ids
19418,SSR656-横版（混剪）,26927.56,6.0,524.0,778.0,11,0.0115,51.388473,4487.926667,0.0,0.0,0.0,0.0,0.028892,0.125,2020-01-07,3,611.0,2019-12-21,58,10,
19442,SSR668-横版（3D混剪）,27447.24,8.0,368.0,602.0,17,0.0217,74.584891,3430.905,11.0,0.6471,54.727273,0.7273,0.021933,0.1274,2020-01-07,3,608.0,2020-01-06,92,10,
19452,SSR673-竖版（3D）-750x1334—6-30S  7M内,6067.82,1.0,223.0,436.0,2,0.0045,27.209955,6067.82,0.0,0.0,0.0,0.0,0.071854,0.0913,2020-01-07,3,630.0,2020-01-03,9,10,
19466,SSR674-横版（3D）,898.16,1.0,2.0,42.0,1,0.5,449.08,898.16,1.0,1.0,42.0,1.0,0.046762,0.2,2020-01-07,3,528.0,2020-01-03,2,10,
19473,SSR677-横版（混剪）,1132.35,0.0,2.0,0.0,1,0.0,566.175,inf,0.0,0.0,0.0,0.0,0.0,0.5,2020-01-07,3,485.0,2020-01-04,1,10,
19477,SSR679-横版有提示（3D）,6999.27,0.0,157.0,0.0,5,0.0,44.581338,inf,0.0,0.0,0.0,0.0,0.0,0.0658,2020-01-07,3,495.0,2020-01-03,16,10,
19484,SSR681-横版（混剪）,536.42,0.0,8.0,0.0,1,0.0,67.0525,inf,0.0,0.0,0.0,0.0,0.0,0.0,2020-01-07,3,437.0,2020-01-04,1,10,
19495,SSR685-横版（混剪）,1599.48,0.0,18.0,0.0,1,0.0,88.86,inf,0.0,0.0,0.0,0.0,0.0,0.3333,2020-01-07,3,535.0,2020-01-07,1,10,
19511,SSR691-竖版（混剪）-02,2784.43,0.0,86.0,0.0,2,0.0,32.377093,inf,0.0,0.0,0.0,0.0,0.0,0.1047,2020-01-07,3,495.0,2020-01-06,9,10,
19529,SSR694-竖版（混剪）,2001.66,1.0,20.0,12.0,1,0.05,100.083,2001.66,1.0,1.0,12.0,1.0,0.005995,0.15,2020-01-07,3,519.0,2020-01-07,1,10,
