,channel_id,source_id,image_id,materialstyle,brand,subtitle,titles
2173,6231,1389701,44824,113,罗马争端,怀旧罗马战争策略手游,"['种田、捕猎、盖房子、造兵，扩领土，看农民如何制霸王国', '2022年度SLG大作！采集采矿，伐木建造，打造属于自己的城堡', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡', '开局一个农民，采集伐木，采矿捕鱼，几天可以建立王国？', '开局5个农民，发展生产，升级建筑，带你重回城堡时代']"
2178,6231,1389702,44106,113,罗马争端,怀旧罗马战争策略手游,"['小时候玩的单机游戏终于出手游了！开局一个小兵，开创文明！', '罗马争端，正式上线！原班人马打造', '填海造陆，扩张领地，捕鱼采矿，逐步创立自己的王国！', '回到古代，种田、伐木、捕猎，过梦中的生活！', '开局一农民，采集物资，从一无所有到建立王国，只用了一晚？', '开局流落荒岛，伐木，采矿，造房，捕鱼，建立你的专属城堡！']"
2189,6231,1389705,44581,113,罗马争端,怀旧罗马战争策略手游,"['开局一个农民，采集伐木，采矿捕鱼，几天可以建立王国？', '种田、捕猎、盖房子、造兵，扩领土，看农民如何制霸王国', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '2022年度SLG大作！采集采矿，伐木建造，打造属于自己的城堡', '开局5个农民，发展生产，升级建筑，带你重回城堡时代', '还原经典单机游戏，采集，伐木，采矿，建属于你的城堡']"
2192,6231,1389706,44863,113,罗马争端,从零开始，打造你的时代,"['帝国终于出手游了，老玩家都在玩，完美还原端游，还原经典！', '开局流落荒岛，空无一人，填海造陆，逐渐升级帝国时代！', '漂流到荒岛，如何求生，自由探险，逐步建立属于自己的帝国！', '开局一座荒岛，狩猎捕鱼，采集伐木，发展你的帝国！', '1:1还原经典端游，开局5个农民，伐木采集资源，建造帝国！', '填海造陆，扩张领地，捕鱼采矿，逐步创立自己的帝国！']"
2198,6231,1389708,43927,113,罗马争端,怀旧罗马战争策略手游,"['开局只是个小农民，种田造房，伐木狩猎，三天打造你的城堡！', '撸大树、采矿，收集资源，建造房屋，建设属于你的城堡', '开局就一个荒地，3天建立城堡！超好玩的战争策略手游', '开局只有几个农民，挖山修路，种田造房，三天打造属于你的王国！', '开局只有5个农民，从荒岛到建立家园，打造自己的王国！', '开局只有5个农民，伐木采集，资源全靠抢，你多久能建立城堡？']"
2218,6231,1389715,44723,113,罗马争端,怀旧罗马战争策略手游,"['开局一座荒岛，一个农民，采集伐木，建造房屋！', '牧场生存，采集伐木，打造强大王国，你要多久才能称霸中世纪？', '开局一块资源宝地，伐木采集，采矿捕鱼，多久能建立王国！', '《罗马争端》开启罗马全新时空，更多逼真荒野场景等你探索冒险！', '1:1还原经典端游，开局5个农民，伐木采集资源！', '1：1还原端游！开局2农民，伐木种田，采矿贸易，高度还原经典！']"
2222,6231,1389719,44109,113,罗马争端,从零开始，打造你的时代,"['完美复刻帝国端游，还原经典！', '开局一座荒岛，一个农民，采集伐木，建造房屋，建立帝国！', '开局一块资源宝地，伐木采集，采矿捕鱼，多久能建立帝国！', '流落荒岛，伐木采矿，狩猎捕鱼，逐步打造帝国！', '开局一荒岛，伐木采矿，种田捕鱼，建造主城，建造属于你的帝国！', '苦等20年，帝国终于出手游了！满满的儿时回忆，老玩家已感动哭！']"
2223,6231,1389720,44466,113,罗马争端,怀旧罗马战争策略手游,"['还原经典单机游戏，采集，伐木，采矿，建属于你的城堡', '开局5个农民，发展生产，升级建筑，带你重回城堡时代', '开局一个农民，采集伐木，采矿捕鱼，几天可以建立王国？', '开局5农民，伐木种田，采矿贸易，3天打造你的城堡！', '种田、捕猎、盖房子、造兵，扩领土，看农民如何制霸王国', '2022年度SLG大作！采集采矿，伐木建造，打造属于自己的城堡']"
2227,6231,1389721,44647,113,罗马争端,怀旧罗马战争策略手游,"['牧场生存，采集伐木，打造强大王国，你要多久才能称霸中世纪？', '《罗马争端》开启罗马全新时空，更多逼真荒野场景等你探索冒险！', '开局一块资源宝地，伐木采集，采矿捕鱼，多久能建立王国！', '开局一座荒岛，一个农民，采集伐木，建造房屋！', '1：1还原端游！开局2农民，伐木种田，采矿贸易，高度还原经典！', '1:1还原经典端游，开局5个农民，伐木采集资源！']"
2228,6231,1389722,44689,113,罗马争端,怀旧罗马战争策略手游,"['开局只有几个农民，挖山修路，种田造房，三天打造属于你的王国！', '开局只有5个农民，从荒岛到建立家园，打造自己的王国！', '开局只是个小农民，种田造房，伐木狩猎，三天打造你的城堡！', '开局就一个荒地，3天建立城堡！超好玩的战争策略手游', '撸大树、采矿，收集资源，建造房屋，建设属于你的城堡', '开局只有5个农民，伐木采集，资源全靠抢，你多久能建立城堡？']"
2229,6231,1389724,44715,113,罗马争端,怀旧罗马战争策略手游,"['小时候玩的单机游戏终于出手游了！开局一个小兵，开创文明！', '开局一农民，采集物资，从一无所有到建立王国，只用了一晚？', '回到古代，种田、伐木、捕猎，过梦中的生活！', '开局流落荒岛，伐木，采矿，造房，捕鱼，建立你的专属城堡！', '填海造陆，扩张领地，捕鱼采矿，逐步创立自己的王国！', '罗马争端，正式上线！原班人马打造']"
2230,6231,1389725,42711,113,罗马争端,怀旧罗马战争策略手游,"['1:1还原经典端游，开局5个农民，伐木采集资源！', '牧场生存，采集伐木，打造强大王国，你要多久才能称霸中世纪？', '开局一座荒岛，一个农民，采集伐木，建造房屋！', '1：1还原端游！开局2农民，伐木种田，采矿贸易，高度还原经典！', '《罗马争端》开启罗马全新时空，更多逼真荒野场景等你探索冒险！', '开局一块资源宝地，伐木采集，采矿捕鱼，多久能建立王国！']"
2234,6231,1389726,44824,113,罗马争端,怀旧罗马战争策略手游,"['还原经典种田流，采集，伐木，征伐，3天打造属于你的超级', '开局流落荒岛，你多久能建立一个属于自己的城堡？', '完美还原经典，采集，伐木，采矿，3天打造属于你的国家！', '开局一个小兵，升级全靠智商，打造你的城堡！', '建立一个5000万战力的城堡有多难？敢来挑战一下？', '开局一农民，采集物资，从一无所有到建立城堡，只用了一晚？']"
2238,6231,1389727,44443,113,罗马争端,怀旧罗马战争策略手游,"['完美还原经典，采集，伐木，采矿，3天打造属于你的国家！', '开局流落荒岛，你多久能建立一个属于自己的城堡？', '开局一农民，采集物资，从一无所有到建立城堡，只用了一晚？', '建立一个5000万战力的城堡有多难？敢来挑战一下？', '开局一个小兵，升级全靠智商，打造你的城堡！', '还原经典种田流，采集，伐木，征伐，3天打造属于你的超级']"
2239,21206,1390690,44176,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2240,21206,1390687,43854,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
2241,21206,1390688,43854,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2242,21206,1390685,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2243,21206,1390686,44176,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2244,21206,1390689,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
2245,21206,1390694,44104,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2246,21206,1390695,42682,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！']"
2247,21206,1390700,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2248,21206,1390705,44248,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
2249,21206,1390702,44109,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2250,21206,1390701,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
2251,21206,1390703,44104,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2252,21206,1390704,44417,113,罗马：单机加强版,海上荒岛，打造你的王国,['还原经典单机游戏，采集，伐木，采矿，建属于你的城堡']
2253,21206,1390691,44130,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
2254,21206,1390696,43854,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
2255,21206,1390699,44109,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2256,21206,1390697,43854,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
2257,21206,1390692,44176,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2258,21206,1390706,44130,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
2259,21206,1390698,44176,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2260,21206,1390693,44104,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2261,21206,1390708,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！']"
2262,21206,1390713,43854,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2263,21206,1390710,43854,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2264,21206,1390707,42682,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2265,21206,1390709,44176,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2266,21206,1390712,44248,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2267,21206,1390711,42682,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2268,21206,1390724,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2269,21206,1390728,44248,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
2270,21206,1390727,44417,113,罗马：单机加强版,海上荒岛，打造你的王国,['还原经典单机游戏，采集，伐木，采矿，建属于你的城堡']
2271,21206,1390720,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2272,21206,1390731,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2273,21206,1390729,44248,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
2274,21206,1390726,44248,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2275,21206,1390730,44417,113,罗马：单机加强版,海上荒岛，打造你的王国,['还原经典单机游戏，采集，伐木，采矿，建属于你的城堡']
2276,21206,1390732,44130,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2277,21206,1390722,44176,113,罗马：单机加强版,下载领取中国区专属福利！,"['开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2278,21206,1390719,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！']"
2279,21206,1390723,42682,113,罗马：单机加强版,下载领取中国区专属福利！,"['真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
2280,21206,1390721,42958,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2281,21206,1390725,43854,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！']"
2282,21206,1390734,44248,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!']"
2283,21206,1390735,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '真正能带兵打仗的手游，正版帝王手游公测！征服野蛮开创王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！']"
2284,21206,1390733,44248,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
2285,21206,1390745,44104,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2286,21206,1390751,44104,113,罗马：单机加强版,下载领取中国区专属福利！,"['伐木采石建造！老玩家们你还记得帝王吗？现在终于出手游啦！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！']"
2300,6011,1392703,40046,113,罗马：单机加强版,下载领取中国区专属福利！,"['完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2316,6011,1392704,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？']"
2331,6011,1392705,43883,113,罗马：单机加强版,下载领取中国区专属福利！,"['当年风靡一时的王国出手游啦！开局选文明、伐木建造、原汁原味!', '完美还原经典端游，采集，伐木，挖石，3天打造属于你的王国！', '1:1还原经典端游，开局5个农民，伐木采石，填海造陆，建造王国！', '开局1个农民，砍树、采石、发展军队、拓展领地，多久一统王国？', '苦等20年，帝王终于出手游了！伐木造兵，建立属于你的王国！']"
